en,ja
Inter-Knot Level,インターノットレベルIntanotto Reberu
Title,称号
Intermediate Dream Seeker,夢追い中級者
Intermediate Karaoke King,中級・カラオケ王
Intern Public Security Officer,見習い治安官
Internal Discount,メンバー割引
Internship Accident,インターン事故実録
Internship Accident,インターン事故実録
Into That Pale Wasteland,虚白なる荒廃の地へKyohakunaru Kouhai no Chi e
Into the Bangboo Era!,ようこそ、ボンプの時代へ
Into the Chaos,混沌の地に踏み入る
Into the Darkness,闇への進入Yami e no Shin'nyu
Intuitive Choice - Alice,直感の選択・アリス
Intuitive Choice - Yuzuha,直感の選択・柚葉
Invasion: Next Gen,インベージョン：ニュージェネレーション
Investigation Continues,調査続行
Investigation Merits,調査スコア
Investigation Point,調査ポイント
Investigation Specialization,調査特化
Explorer's Badge,探究勲章
Investigation Zone,探査Tansa
Investigation Zone Adventures,探査モード、オン！
Investigation Zone,探査Tansa
Investigator,調査員Chōsain
Investigator Training Course,調査員講座
Investigator Training Course,調査員講座
Investigator Training Course,調査員講座
Invincible,向かうところ敵なし
Invincible Speed,速さに勝るものなし
Invisible Assistant,見えない助っ人
Invisible Assistant,見えない助っ人
Invitation to Kill,殺意の誘いSatsu'i no Sasoi
Ionized - Cyrtoidea,電離体・セトリア
Ionized - Doppelganger,電離体・ドッペルゲンガーDenritai - Dopperugengā
Ionized - Doppelganger - Abyssal Enforcer,電離体・ドッペルゲンガー・深淵の断罪者
Ionized - Doppelganger - Bellum,電離体・ドッペルゲンガー・ベルラムDenritai - Dopperugengā - Beruramu
Ionized - Doppelganger - Jane,電離体・ドッペルゲンガー・ジェーンDenritai - Dopperugengā - Jēn
Ionized - Doppelganger - Mors,電離体・ドッペルゲンガー・モルスDenritai - Dopperugengā - Morusu
Ionized - Doppelganger - Pulchra,電離体・ドッペルゲンガー・プルクラ
Ionized - Dullahan,電離体・デュラハンDenritai - Dyurahan
Ionized - Farbauti,電離体・ファールバウティ
Ionized - Nassellaria,電離体・ナセリア
Ionized - Pugnus,電離体・プグヌス
Ionized - Thanatos,電離体・タナトスDenritai - Tanatosu
Ionized Doppelganger Komano Manato,電離体・ドッペルゲンガー・狛野真斗Denritai - Dopperugengā - Komano Manato
Iris of the Shore,イチハツは水辺に咲いてIchihatsu wa Mizube ni Saite
Iron Law and Outlaws,鉄則と暴挙Tessoku to Bōkyo
Iron Princess,鋼鉄のお姫様
Defensive Assist: Iron Wrist,パリィ支援：鉄腕
Ironhead,鉄アタマTetsu Atama
Is Blood Thicker Than Water?,血はつながらなくても家族！
Is This a Legitimate Convenience Store?,141…じゃない…！？
Is This the End or the Beginning?,終幕か、それとも開演か
Island Fishing Spot,小島の釣り場
Isolde,イゾルデIzorude
It's 3? Time for Tea,三時のおやつは飲茶仙
"It's Hard to Find a Job, It's Hard to Be a Bangboo","ボンプ生、山あり谷ありBonpu Sē, Yama Ari Tani Ari"
"It's Hard to Find a Sidekick, It's Hard to Be a Cat",ニャン生、世知辛し
It's Me... Leave A Message,"「いま取り込み中、留守電でヨロ」""Ima Torikomi Chū, Rusuden de Yoro"""
It's Me... Leave A Message,"「いま取り込み中、留守電でヨロ」""Ima Torikomi Chū, Rusuden de Yoro"""
It's Me... Leave a Message (I),いま取り込み中、留守電でヨロ・上
It's Me... Leave a Message (II),いま取り込み中、留守電でヨロ・中
It's Me... Leave a Message (III),いま取り込み中、留守電でヨロ・下
It's Not About What You See,大事なのは何を見るかじゃない
It's Showtime!,「イッツ・ショータイム！」
It's Showtime!,It's Showtime!
It's Showtime! - Remix,It's Showtime! - Remix
It's a Secret!,秘密ですよ
Neo Golden Mecha,シン・黄金魔神号
Ivy,アイヴィーAivī
Ivy,アイビーAibī
I—It's Burning!,燃えてきたぁぁ！
Jack,ジャックJakku
Jack in the Box,開けてビックリ
Jacob,ジェイコブJeikobu
Jacqueline,ジャクリーンJakurīn
Jade & Scarlet Knots,朱色の契り
Jade Tassel Earrings,朱色の結び
Jane Doe,ジェーン・ドゥJēn Du
Jane's Consultant ID Card,ジェーンの顧問証明書Jēn no Komon Shōmēsho
Jane's Movie List,ジェーンの鑑賞リスト
Jane's Namecard,ジェーンの名刺
Jane - Boiling Predatory Instinct,[ジェーン]高まる猟欲
Jane - Combat Technique,[ジェーン]格闘テクニック
Jane - Gaming Time,[ジェーン]お楽しみの時間
Jane - Phantom Armor,[ジェーン]ファントムアーマー
Jane - Relentless Pursuit,[ジェーン]容赦なき追撃
Jane - Venomous Edge,[ジェーン]尖った毒牙
Jane Doe,ジェーン・ドゥJēn Du
Jane Doe,ジェーン・ドゥJēn Du
[Jane],[ジェーン]
Jane Tactical Prism Program,ジェーンの戦術プリズム構想
Janus Quarter,ヤヌス区Ya'nusu Ku
Janus Quarter,ヤヌス区
Jean,琴音Kotone[!][!]Assumed reading
Jen,ジェンJen
Jia'ao,カオGao
Jia Hao,ジャーハオJāhao
Jiawei,嘉偉
Jiaxiang,家祥
Jing,ジンJin
Jingxuan,静兼
Jinsu Water Lantern,金粟渡
Jo,ジョーJō
JoJo,ジョージョーJōjō
JoJo's Space Mystery,ジョージョーの無重力な探検Jōjō no Mujyūryoku na Tanken
Job-Hunting Bangboo,就活中のボンプ
Jobert,ジョバートJobāto
Joey,ジョーイJōi
Quick Assist: Joint Account,クイック支援：共同取り立て
Jolly Jenny,ジョリー・ジョニーJorī Jonī
Jonah,ジョナJona
Joran's Legacy,ヨランの遺作Yoran no Isaku
Joran de Winter,ヨラン・デウィンターYoran De Uintā
Journey Back to Shore,帰りの航路
Joyce,ジョイスJoisu
Joyous,ジョイアスJoiasu
Ju Fufu,橘福福Chī Fūfū
Ju Fufu's Namecard,橘福福の名刺
Ju Fufu Tactical Prism Program,橘福福の戦術プリズム構想
Ju Fufu,橘福福Chī Fūfū
Jujube Wood,ナツメ材
Ultimate: Jumbo Pudding Slash,終結スキル：カツ・モツ・斬！大盛り！
Just Another Day at the Video Store,ビデオ屋のありふれた一日
Just Really Into 3D Puzzles,組み立ててるだけで楽しい
Just Sampling,トライアルだけ
Just Some Small Change,ちょっとしたお小遣い
Just Toss It,捨てるより燃やすほうがまし
Justice Crosses Paths,衝突する正義
Ultimate: Justice Prevails,終結スキル：正義は必ず勝つ
Justin Bringer,ジャスティン・ブリンガーJasutin Buringā
K22,K22
KK,KK
Ka-Boom Express Shipping,爆走轟音エクスプレス
Kaboom the Cannon,喧嘩腰のボンバルダムKenkagoshi no Bonbarudamu
Kaede,楓Kaede[!][!]Assumed reading
Kai,ケイKei
Kaidou,海藤Kaidō[!][!]Assumed reading
Kaishu,カイのおじさん
Kamanosuke,釜之助Kamanosuke
Kamanosuke,釜之助Kamanosuke
Kami,カミKami
Kami North,カミノスKami Nosu
Kana,佳奈
Karl,カルンKarun
Karma and Tribulation,業と劫
Karoni,カローニKarōni
Kasa,カーサKāsa
Keen Senses Medal,耳目聡明メダル
Keen Senses Medal,耳目聡明メダル
Keen Senses Medal,耳目聡明メダル
Keen Senses Medal,耳目聡明メダル
Keen Senses Medal,耳目聡明メダル
Keen Senses Medal,耳目聡明メダル
Dash Attack: Keep it Clean,ダッシュ攻撃：清潔を保つ
Key,鍵
Keyboard Smasher,キーボード破壊者
Khors Belobog,ホルス・ベロボーグHorusu Berobōgu
Khors Belobog,ホルス・ベロボーグHorusu Berobōgu
Kieran,キーランKīran
Kiki,チーちゃんChī-chan
Kim,キムKimu
Kind Bangboo Merchant,気前のいいボンプ商人
Kind Bear,「親切なクマ」
Kind Helper Medal I,為善最楽メダルⅠ
Kind Helper Medal II,為善最楽メダルⅡ
Kind Helper Medal III,為善最楽メダルⅢ
Kind Helper Medal III,為善最楽メダルⅢ
Kind Helper Medal III,為善最楽メダルⅢ
Kind Helper Medal III,為善最楽メダルⅢ
Kind Helper Medal III,為善最楽メダルⅢ
Kind Helper Medal III,為善最楽メダルⅢ
Kind Helper Medal II,為善最楽メダルⅡ
Kind Helper Medal II,為善最楽メダルⅡ
Kind Helper Medal II,為善最楽メダルⅡ
Kind Helper Medal II,為善最楽メダルⅡ
Kind Helper Medal II,為善最楽メダルⅡ
Kind Helper Medal IV,為善最楽メダルⅣ
Kind Helper Medal IV,為善最楽メダルⅣ
Kind Helper Medal IV,為善最楽メダルⅣ
Kind Helper Medal IV,為善最楽メダルⅣ
Kind Helper Medal IV,為善最楽メダルⅣ
Kind Helper Medal IV,為善最楽メダルⅣ
Kind Helper Medal IX,為善最楽メダルⅨ
Kind Helper Medal IX,為善最楽メダルⅨ
Kind Helper Medal I,為善最楽メダルⅠ
Kind Helper Medal I,為善最楽メダルⅠ
Kind Helper Medal I,為善最楽メダルⅠ
Kind Helper Medal I,為善最楽メダルⅠ
Kind Helper Medal I,為善最楽メダルⅠ
Kind Helper Medal V,為善最楽メダルⅤ
Kind Helper Medal VIII,為善最楽メダルⅧ
Kind Helper Medal VIII,為善最楽メダルⅧ
Kind Helper Medal VII,為善最楽メダルⅦ
Kind Helper Medal VII,為善最楽メダルⅦ
Kind Helper Medal VII,為善最楽メダルⅦ
Kind Helper Medal VII,為善最楽メダルⅦ
Kind Helper Medal V,為善最楽メダルⅤ
Kind Helper Medal V,為善最楽メダルⅤ
Kind Helper Medal V,為善最楽メダルⅤ
Kind Helper Medal V,為善最楽メダルⅤ
Kind Helper Medal V,為善最楽メダルⅤ
Kind Helper Medal XIII,為善最楽メダルXIII
Kind Helper Medal XII,為善最楽メダルⅫ
Kind Helper Medal XIV,為善最楽メダルXIV
Kind Helper Medal XI,為善最楽メダルⅪ
Kind Helper Medal XI,為善最楽メダルⅪ
Kind Helper Medal XVI,為善最楽メダルXVI
Kind Helper Medal XV,為善最楽メダルXV
Kind Helper Medal X,為善最楽メダルⅩ
Kind Helper Medal X,為善最楽メダルⅩ
Kind Soul Medal,親切熱心メダル
Kind Soul Medal II,親切熱心メダルⅡ
King's Flower,キングプロテアKingupurotea
King's Unstoppable Might,制圧する王威
King Snake,キングスネイクKingusuneiku
King of Karaoke,カラオケ王
King of Roads,キング・オブ・ロードKingu Obu Rōdo
King of Street Soccer (I),ストリートサッカー王・その一
King of Street Soccer (II),ストリートサッカー王・その二
King of the Summit,大山を統べる者Taisan wo Suberu-mono
Kingly Deeds,キングダムKingudamu
Kirishima,霧島Kirishima
Kiss of Confusion,心惑わすキッス
Kiss of Temptation,幻惑のキッス
Kite Experiment,凧実験
Kitties Have No Bad Intentions,猫ちゃんの可愛さは正義
Kitty? Wooden Kitty!,ニャー？木彫りのにゃんこ！
Kitty Movie,子猫の映画
Basic Attack: Kitty Slash,通常攻撃：猫の引っ掻き
Kitty and Kitty,ネコちゃんと猫ちゃん
Knight's Chivalry,騎士道精神
"Knight, Bouncing Charge!",ファイナル・ナイト！
"Knight, Charge Up!",ナイト・チャージ！
Knight Errant's Helm,遍歴の騎士のヘルメットBenreki no Kishi no Herumetto
Knight and Castle,騎士と城Kishi to Shiro
Knightboo,キシドウボンプKishidoubonpu
Knightboo Core,コア・「キシドウボンプ」
Knock Knock,Knock Knock
Knocking on the Door of Destiny,運命の扉を叩いて
Koleda Belobog,クレタ・ベロボーグKureta Berobōgu
Koleda's Business Partner Visit,クレタの取引先訪問！
Koleda's Namecard,クレタの名刺
Koleda Belobog,クレタ・ベロボーグKureta Berobōgu
Komano Manato,狛野真斗Komano Manato
Komano Manato's Namecard,狛野真斗の名刺
Kousaka,高坂Kōsaka
Kraken's Cradle,セイレーンクレードルSeirēn Kurēdoru
Krampus Compliance Authority,"「クランプスの黒枝」""Kuranpusu no Kuroeda"""
Krampus Compliance Authority,"「クランプスの黒枝」""Kuranpusu no Kuroeda"""
Kui,葵Aoi[!][!]Assumed reading
Kun,金之助
Kyla,キラKira
Kylie,キーリーKīrī
Laboratory Map,研究所の地図
Basic Attack: Lady's Bat,通常攻撃：淑女のおバット
Lady Meow,ニャーゴちゃんNyāgo Chan
"""Sunbringer""","「サンブリンガー」""Sanburingā"""
Lamp Branch,ランプブランチRanpuburanchi
Lance,ランスRansu
Land of Leisure,のどかな地
Land of Rising Turmoil,波乱に満ちた地
Land of Vibrant Life,生命が満ちあふれる場所
Landon,ランドンRandon
Language of the Lens,構図
Little Lucia,子ども姿のリュシア
Lantern Fish,ランタンザカナRantanzakana
Lanza,ランサRansa
Large Deposit Certificate,大口預金
Defensive Assist: Last Defense,パリィ支援：最後の防衛線_JP0A
Last Flight,ラスト・フライトRasuto Furaito
Last Glance and First Hello,最後の一瞥と最初の出会いSaigo no Ichibetsu to Saisho no De'ai
"Last Night, Ashes",昨夜の残り火
Late Night Caller,「夜中の電話」
Late Night Lodger,今日は泊まってく
Late Night Rendezvous,深夜の密会
Lava Latte,溶岩ラテ
Lavish Spending,一擲千金
Lawrence,ロレンスRorensu
Leader's Aura,リーダー気質
Leader of the Falkenhayn Mercenary Troupe,ファルケンハイン傭兵団の長Farukenhain Yōheidan no Osa
Leak Scandal,裏切り疑惑
Leap of Celebration!,喜びのひとっ飛び！
Sons of Calydon,カリュドーンの子Karyudōn no Ko
Learn About Koleda's Troubles,クレタの悩みを聞こう
Leather,本革
Leave a Record When Shopping,お出かけの記録
Leave it to me!,任せておくれ、相棒！
Leaving Noobville,これからが本番！
Leblanc,ルブランRuburan
Lee,イエロー・フーIerō Fū
Left in the Dust,単騎独走
Legacy of the Brave,勇者の伝承
Legend of the Marvelous Fish Stall,すばらしき魚屋伝説
Legend of the Tiger Warrior!,"『猛虎伏魔伝！』""Mōko Fukuma Den!"""
Legend of the Tiger Warrior!,『猛虎伏魔伝！』
Legendary Dog,噂の犬科
Leif,レイフReifu
Leigh,麗Rei[!][!]Assumed reading
Granny Leisha,レイシャおばあさんReisha Obāsan
Leisurely Lull: Goldfinch's Escape,ゆったりとしたひと時・カナリアの脱走計画
Leisurely Lull: Unexpected New Customer,ゆったりとしたひと時・予期せぬ新規顧客
Leisurely Lull: Unexpected New Customer,ゆったりとしたひと時・予期せぬ新規顧客
Leisurely Lull: Untold Secrets,ゆったりとしたひと時・肉親には言えないこと
Leisurely Lull: Wandering Visitor,ゆったりとしたひと時・悠々自適な閑客
Leisurely Summer,穏やかな夏日和
Lemme See,流し目サングラス
Lemnian Hollow,ラマニアンホロウRamanian Horou
Leon,レオンくんReon-kun
Leona,レオナReona
Lerna,レルナReruna
"Let's Go, Bro!",行くぞ！兄弟！
Let's Go Somewhere Crowded,人波の中へ
Let's Have a Showdown!,刺激的なバトルを！
Let's Just Focus on the Movie...,やはり映画に集中しよう…
Dodge: Let's Move,回避：体を動かせ！
Let's meet up at the cinema,映画館でデートしよう
Let Your Senior Cook for You,兄弟子がご馳走するぞお！
Lethe,"「レテ」""Rete"""
Letter From the Tumbleweed,思いよ届け、タンブルウィード
Letter of Recommendation,推薦状
Letter to Pulchra,プルにゃんへ…Puru-nyan e…
Letty,レティReti
Lever,レバーRebā
Li,リーRī
Li,リーRī
Li Baorong,リー・バオロンRī Baoron
Liam,ルオンRuon
Liars and Traitors,欺く者、裏切る者
Dan,ダンDan
Life Beyond the Spotlight,スポットライト外の人生
Life Simulation Class,もし猫になれたら
Life of a Proxy: Starting From Zero,ゼロから始めるプロキシ生活
Lifelong Movie Buddy,小さい頃からの映画仲間
Light Jaeger,軽装猟兵
Lighter,ライトRaito
Lighter's Namecard,ライトの名刺
Autonomous Support Unit - Lightfoot Rover,自律補助ユニット・「駿足ローバー」
Autonomous Support Unit - Lightfoot Rover MK II,自律補助ユニット・「駿足ローバーⅡ型」
Lighthouse Fishing Spot,灯台の釣り場
Lightning-struck Wood,雷打の木
EX Special Attack: Lightning Bolt,強化特殊スキル：蒼雷斬り
Lightning Nerves,ザフラッシュナーブZafurasshunābu
Basic Attack: Lightning Strike,通常攻撃：電撃ストライク
Basic Attack: Lightning Strike - Electrified,通常攻撃：電撃ストライク・感電
Assist Follow-Up: Lightning Whirl,支援突撃：スピニングサンダー
Lightstream Notes,流れゆく光の記録
Lightweight Safe,とても軽い保護ケース
"Like New, Like Old",新しいような、古いような
Like Today,すべて今日のようであれ
Like Ukinami and Yuzuha,波に浮かぶ柚子の葉のように
Like a Duel,切磋琢磨
Like a Rebirth,生まれ変わったかのよう
"Like a Shadow, Fading Into the Night",闇に溶ける影のよう
Like in a Fridge,もはや冷蔵庫の中
Liko,リコRiko
Lil Sassy,ちょっぴりあざといChoppiri Azatoi
Lilac,リリカRirika
Lily,リリィRirī
Lily,ユリYuri
Limbo,limbo
Assist Follow-Up: Limit Burst,支援突撃：極限突進
Limited Edition Figure,限定フィギュア
Lin,林
Ling,綾
Dodge Counter: Lingering Sentiments,回避反撃：意、不尽
Lionel Thymefield,ライオネル・タイムフィールドLioneru Taimufīrudo
Lionel Thymefield,ライオネル・タイムフィールドLioneru Taimufīrudo
Lionfish,シシカサゴShishikasago
Lisa,ジャクリーンJakurīn
Lisse,リーズRīzu
Lit Light,点灯しているライト
"Little Bangboo, Great Energy",小さなボンプ、大きな力
Little Bangboo Hand-in-Hand,小さなボンプの手を取って
Little Flying Octopus,トビダコTobidako
Little Knight's Big Charge,ちびっ子騎士の大突撃Chibikko Kishi no Dai Totsugeki
Little Lucia,子ども姿のリュシア
Dynamic Wallpaper,ライブ壁紙
Living Drive,活性ドライブKassē Doraibu
Living in the Outer Ring,郊外の生活
Lizzie,リーゼRīze
Embers of a Champion,チャンピオンの余燼
Basic Attack: Load Up and Roll Out,通常攻撃：発車するぜい
Locator Card: Curse,ナビカード-呪い
Locator Card: Finance,ナビカード-財テク
Locator Card: Mist Breaker,ナビカード-霧払い
Locator Card: Power,ナビカード-奮戦
Locator Card: Serendipity,ナビカード-奇遇
Locator Card: Shortcut,ナビカード-近道
Locked On Weakness,弱点スナイパー
Locker,ロッカーRokkā
Locker,ロッカーRokkā
Logical Argument I,理屈責めⅠ
Logical Argument II,理屈責めⅡ
Logical Argument III,理屈責めⅢ
Logistics Disaster,配送トラブルHaisō Toraburu
Logistics Shop,兵站ショップHētan Shōppu
Loki,ロッキーRokkī
Lola,ローラRōra
Lone Hero,一騎当千の勇気
Lonely Thoughts,寂しい心の内
Lonely Wayfarer Beyond,蒼溟を独り歩む
Long-Forgotten Username,封印されしハンドルネーム
Long-Lost Harmony,阿吽の呼吸
Long Live the King,long live the king
Longing Parts the Sea Mist,海霧を払う想い
Look Away,コッチミルナKocchimiruna
Look Straight Ahead When Driving,よそ見運転注意！
Looking for New Opportunities,心ここにあらず
Looking for a Warm Home,あったかホームを探して
Loot Thief,全面抗争
Hollow Thug - Looter,ホロウ荒らし・強奪者
Lord Snake,ロードスネイクRōdosuneiku
Lord of Bronze and Gears,ブロンズギアマスターBuronzugiamasutā
Major General Lorenz,ロレンツ少将Rorentsu Shōshō
Cat's Lost & Found (A),猫の落とし物（上）Neko no OtoshiMono (Jō)
Cat's Lost & Found (B),猫の落とし物（下）Neko no Otoshimono (Gē)
Lost Cat,迷子の猫Maigo no Neko
Lost Dog,迷子の子犬
Lost Investigation Team,迷子の調査チーム
Lost Item,落とし物捜索Otoshimono Sōsaku
Lost Items From the Old Capital,旧都の落とし物
Lost Spacecraft,失われた宇宙船
Lost Supply Box,サプライボックスSapuraibokkusu
Lost Then Found,失せものは返る
Lost Void,迷いの地Mayoi no Chi
Card,カードKādo
Explorer's Badge,探究勲章
Gear,武装
Resonium,レゾブレムRezoburemu
Lost Void,迷いの地
Lost W-Engine,紛失した音動機
Lotus Lucid Dream,蓮の夢
Lotus Platform,蓮台
Music Player,音楽プレイヤー
Love-Crazed Girl,「真実の愛を探す」女の子
Love Like a Bouquet,"「花束のように愛慕して」""Hataba no yoni Aibo shite"""
Love to See You Smile,その笑顔が好き
Lower Level,下層区域
Loyal Wild Soul,荒魂に秘する赤心
Lucia Elowen,リュシア・エロウェンRyushia Erouen
Lucia's Namecard,リュシアの名刺
Lucia Elowen,リュシア・エロウェンRyushia Erouen
Lucia Tactical Prism Program,リュシアの戦術プリズム構想
Luciana Auxesis Theodoro de Montefio,ルシアーナ・オクシスィース・テオドロ・デ・モンテフィーノRushiāna Okushisīsu Teodoro de Montefīno
Luciana Auxesis Theodoro de Montefio,ルシアーナ・オクシスィース・テオドロ・デ・モンテフィーノRushiāna Okushisīsu Teodoro de Montefīno
Luciana Auxesis Theodoro de Montefio,ルシアーナ・オクシスィース・テオドロ・デ・モンテフィーノRushiāna Okushisīsu Teodoro de Montefīno
Lucius,ルシウスRushiusu
Luck is Skill,運も実力のうち
Luck is a Component of Power,運も実力のうち
Lucky? Or Unlucky?,幸か不幸か
Lucky Charm,縁起物を求めて
Lucky Start,出だし絶好調
Lucky Ticket,幸運のチケット
Lucky Ticket,幸運のチケット
Lucky Ticket,幸運のチケット
Lucky Trigger,幸運のトリガー
Luckyboo,オマネキボンプOmanekibonpu
Luckyboo,オマネキボンプOmanekibonpu
Luckyboo Core,コア・「オマネキボンプ」
Lucro,ルクローRukurō
Luciana Auxesis Theodoro de Montefio,ルシアーナ・オクシスィース・テオドロ・デ・モンテフィーノRushiāna Okushisīsu Teodoro de Montefīno
Lucy's Namecard,ルーシーの名刺
Luka,ルカRuka
Lumberjack,伐採機
Lumberjack of Justice,正義の樵夫
Lumina Square,ルミナスクエアRuminasukuea
Lumina Station,ルミナ駅
Lumina Station,ルミナ駅
Luminous Hall,流光ホール
Luminous Spectacles,さんSUNサングラス
Luminous Steamer,琉璃の蒸し器
Lumite Ore,輝嶺石
Lumite Ore,輝嶺石
Lunalux Garrote,輝夜の糸・弦
Luo,ローRō
Lupita,ルピタRupita
Lurking Menace in the Shadows,影に潜む脅威
Lurking Waves,巻き起こる暗流
Quick Assist: Lutz Jump,クイック支援：ルッツジャンプ_JP0A
Luxurious Sofa,高級ソファ
Luxuriously squander the passing hours,ゆっくりと贅沢な時間を過ごす
Lv. 60! The Return of the King!,LV60、王の帰還
Von Lycaon,フォン・ライカンFon Raikan
Lycaon's Dilemma,ライカンのジレンマ
Lycaon's Namecard,ライカンの名刺
Lycaon's Pick,ライカン・セレクションRaikan Serekushon
Lydia,リディアRidia
Lyla,ライラRaira
Lynn,凛Rin
Lyre Squad,ライアー小隊Raiā Shōtai
Lyre Squad's Tape,ライアー小隊の録音テープRaiā Shōtai no Rokuon Tēpu
M-Boo En-Nah En-Nah,マクドナルドボンプンナンナMakudonarudobonpunnanna
M—Maid's Photobook!,メ、メイドさんの写真！
Mach 25,マッハ25Mahha 25
Mach 25,マッハ25
Mach 25,マッハ25
Machine,機械Kikai
Machine Hand Ground,機械式ハンドドリップ
Machine,機械Kikai
Mackerel,サバSaba
Mad Charge,マッド・チャージMaddo Chāji
Madman and Follower,狂人と追従者
Magazine Raffle,雑誌の抽選
Magazine Reading Journey,雑誌で手に入れるネタ
Magnetiboo,クッツキボンプKuttsukibonpu
Magnetiboo Core,コア・「クッツキボンプ」
Magnetic Attraction,磁極の吸引
Magnetic Lock-On,磁力でピタッと
Magnetic Storm,「マグネストーム」
Orphie Magnusson & Magus,"オルペウス・マグヌッソン＆「鬼火」Orupeusu Magunusson & ""Onibi"""
Mahjong: A Way to Turn the Tides,麻雀・破局の法
Maintain Battery Charge,バッテリー持ち
Maintenance Area,整備エリア
Maintenance for Steeltusk,アイアンタスクのお手入れ
Make a Fortune from Gacha!,カプセルトイで大金持ち！
Maki-Maki,シイラShiira
Basic Attack: Making Rice Cakes,通常攻撃：餅つき
Basic Attack: Making Rice Cakes (Frosted Banner),通常攻撃：餅つき（霜染の刃旗）
Making a Fool of Yourself,拙を弄して巧を成す
Malfunctioning Chip (I),故障したチップ・その一
Malfunctioning Chip (II),故障したチップ・その二
Malfunctioning Deposit Box,故障した貯金箱
Mambo Mola,マンボウManbou
Management Insights,経営の心得
Business-to-Business Talk?,企業家との対談？
Manager With Connections,顔が広い店長
Manatee,ジュゴンJugon
Komano Manato,狛野真斗Komano Manato
Mandarin Duck Soup Base is the Height of Etiquette for Kids,おしどり鍋は若者にとって最上級のおもてなし
Mandrake,マンドレイクMandoreiku
Mandrake - Energized,マンドレイク・蓄エネ型
Manga Simulation,マンガの再現
Manners and Behaviour,言動と仕草
Manta Ray,タンビマンタTanbimanta
Maple Rest,紅葉舞う憩い
Marble Cannon,ビー玉キャノン
Marcato Desire,強音デザイア
Marcel Group,マルセルグループMaruseru Gurūpu
Marcel Maze,マルセルの迷宮Maruseru no Meikyū
Marcel Modified Part,マルセル製改造ユニット
"March On, Tiny Titan!",たたかえ！三尺ヒーローTatakae Sanjaku Hīrō
Dreamland Equipment,夢路武装
Dreamland Resonium,夢路レゾブレム
Mark,マルコMaruko
Mark,マークMāku
Marlene,マリーンMarīn
Marvin,マーヴィンMāvin
Masheng,馬生
Masked Scholar,"「覆面の研究者」""Fukumen no Kenkyūsha"""
Massages Save Humanity,マッサージは人類を救う
Master Assembler,組み立ての達人
Master Collector,収集マスター
Master Component,汎用キット
Master Craftsman,鍛冶の達人
Master Sweeper,掃除マスター
Master Tactician,戦術マスター
Master Tape,未加工マスターテープMikakō Masutātēpu
Master Tape,未加工マスターテープMikakō Masutātēpu
Master Tiger,「虎大侠」
Master of Disguise,百面の怪傑
Master of Dodging,回避マスター
Master of Refreshments,ドリンクマスターDorinkumasutā
Master of Stress Management,メンタル強者
Masterful Masterpiece,マスターピースMasutāpīsu
Matchbox,マッチ箱
Matching Photos,お揃いの写真
Matt,マットMatto
Mature Tastes,大人の味
Max Adrenaline,アドレナリン上限
Ultimate: Max Eradication Mode,終結スキル：殲滅モードMAXShūketsu Sukiru: Senmetsu Mōdo MAX
HP,HP
Maximum Voltage!,ひゃくまんボルト！
May All Three Hearts Be Won,みんなが翼だ
May Everyone Have a Denny,"願わくば、誰もが1ディニーを持っていますようにNegaiwakuba, Dare mo ga Ichi Dinī wo Motteimasu yōni"
May You Gather More,込められた思いKomerareta  Omoi
Mayor Mayflower,メイフラワー市長Meifurawā Shichō
Mayor Mayflower,メイフラワー市長Meifurawā Shichō
Maze Navigator,迷宮を踏破する者
McDunn,マックダンMakku Dan
Me and Qian,私とチエンさん
Measurement Device,測定器
Measurement Device,測定器
Measurement Device,測定器
Mech Mania,Mech Mania
Mech Mania - Remix,Mech Mania - Remix
Mecha Golden Bangboo,黄金魔神ギアゴルドŌgon Majin Gia Gorudo
Mechanic's Schedule,メカニックのスケジュール
Mechanical Frenzy,機械フィーバー
Mechanical Guardian,機械警備員
Mechanical Love,機妙な愛
Med Kit (L),回復剤（大）
Med Kit (M),回復剤（中）
Med Kit (S),回復剤（小）
Medals Not Fish,魚よりメダル
Mediator in a Dilemma,板ばさみの調停人
Mediculous,抜かりがナイ
Meditation Cushion,安らぎの座布団
Meet With Me,「会いに来て欲しいです」
Meeting Time Is Just a Suggestion,集合時間はあくまで目安
Megalophobia I,「メガロフォビアI」
Megalophobia II,「メガロフォビアII」
Megalophobia III,「メガロフォビアIII」
Megalophobia IV,「メガロフォビアIV」
Mei,小梅
Melina,メイリンMeirin
Melinoe Hollow,"ホロウ「メリノエ」Horou ""Merinoe"""
Melinoe Hollow,"ホロウ「メリノエ」Horou ""Merinoe"""
Melinoe Hollow Entrance,"ホロウ「メリノエ」の入口Horou ""Merinoe"" no Iriguchi"
Mellow,メローMerō
Mellow Waveride,気だるげな波
Melody Carried by the Wind,旋律は風に乗る
Melody of Times Past,かつての旋律
Memorial Flower,ホームシックHōmushikku
Memories About Old Items,古いものの記憶
Memories of Dreams Bygone,いまでも夢を覚えていますかImademo Yumewo Oboeteimasuka
Memories of Meeting,出会いの思い出
Memory Board,思い出コレクションOmoide Korekushon
Memory Board,思い出コレクションOmoide Korekushon
Memory Board,思い出コレクションOmoide Korekushon
Memory Board,思い出コレクションOmoide Korekushon
Memory Shard,記憶の欠片
Memory Shard,記憶の欠片
Memory of Cinder Lake,火の湖の思い出
Memory of a Melody,思い出のメロディー
Meow~,ニャ～Nya~
Mercury,「マーキュリー」
