en,ja
Tipsy Muse,ほろ酔いのミューズ
Guardians of Order,秩序の守護者
Derailed Order - Day,秩序逸脱・白昼
Derailed Order - Night,秩序逸脱・暗夜
Endless Construction Day - Day,エンドレス工事日和・白昼
Endless Construction Day - Night,エンドレス工事日和・暗夜
Ballet Labyrinth - Day,バレエラビリンス・白昼
Ballet Labyrinth - Night,バレエラビリンス・暗夜
Wind of the Wild,ウィンド・オブ・ザ・ワイルド
Dusk in the Wilderness,ダスク・イン・ザ・ワイルド
Echo of Anchors,錨は唸る
Rusty Waves,ラスティ・ウェーブ
Roger that,roger that
Meow~,ニャ～
Gears & A Smelting Pot,ギアとるつぼ
Small But Great,小さな大人
"Fangs, Claws, and a Smile",爪と牙、微笑み
Victoria Style Service,ヴィクトリア家政流サービス
Binary Leading Lady in Blue-Green,0と1の正旦
Fateful Resolution,宿命の決着
Shnnnn~,Shnnnn…
Chaos Alpha,カオスα
Chaos Beta,カオスβ
Chaos Gamma,カオスγ
Chaos Delta,カオスδ
Chaos Zeta,カオス ζ
Soil of Disaster,災難を育む大地
Sword of Corruption,侵蝕の剣
Four-Armed Sword,四つ腕の板前
Real Bro Hans,漢・ハンス
Young Lady Greta,乙女・グレーテル
Warrior Friday,勇者・フライデー
Metal Chimera,鋼鉄のキメラ
Dance of Death,絶命舞曲
Pride and Paranoia,高慢と偏執
The Prophecy,アンダープロフェシー
The True Prophecy,真・アンダープロフェシー
Marcel Maze,マルセルの迷宮
Hyper Commission,極限依頼
Tour de Inferno,ツール・ド・インフェルノ
Cursed Blade Illusion,妖刀の見せる幻
Ethan,イーサン
Like a Duel,切磋琢磨
Outer Ring Stroll,郊外のお散歩
Windchaser Harumasa,風追いの羽
Outer Ring,郊外
Movies Are Training Too,映画もまた修行
"Ray, Vanished",消えたレイ
Ballet Twins Hollow,バレエツインズのホロウエリア
Seaside Stroll,海辺のお散歩
Being Blamed Out of Nowhere,ツイてない日
Roaring Tides,どよめく音波
Lemnian Hollow,ラマニアンホロウ
Cretan Hollow,クリティホロウ
Dead End Hollow,デッドエンドホロウ
Papago Hollow,パパゴホロウ
Outer Ring Hollow,郊外のホロウ
Bangboo vs Ethereal (I),ボンプVSエーテリアス・その一
William,ウィリアム
No Laundry Money,汚いおカネはいらない
Bangboo vs Ethereal (IV),ボンプVSエーテリアス・その四
Wasteland Promise,悪地への招待状
Letty,レティ
Niya,ナイン
Where the Stars Shine Bright,星々のきらめく地
The Sugar vs. Weight Dilemma,糖分と体重の選択
Resonium,レゾブレム
His Dream,彼の夢
[Ultimate] Echoing Zither,[終結]余音が響く箏
[Ultimate] Remedial Harp,[終結]癒しのハープ
[Ultimate] Endless Flute,[終結]鳴り止まぬ笛
[Ultimate] Heavy Drum Sticks,[終結]大太鼓バチ
[Ultimate] Repeating Synth,[終結]リピートシンセ
[Ultimate] Charging Drum,[終結]チャージドラム
[Dexterity] Efficient Bumper,[機敏]高性能グリルガード
[Dexterity] Protective Safety Belt,[機敏]シートベルト
[Dexterity] Smart Buffer,[機敏]スマートバッファー
[Dexterity] Sensitive Gear,[機敏]機敏なギア
[Dexterity] Safety Airbag,[機敏]エアバッグ
[Dexterity] Advanced Chassis,[機敏]最先端のシャーシ
[Anomaly - Stun] Universal Catalyst,[異常・撃破]万能触媒
[Anomaly - Stun] Shattered Test Tube,[異常・撃破]炸裂試験管
[Anomaly - Stun] Growth Culture Medium,[異常・撃破]成長培養基
[Anomaly - Stun] Research Microscope,[異常・撃破]研究用顕微鏡
[Anomaly - Stun] Chaos Measuring Beaker,[異常・撃破]混沌ビーカー
[Anomaly - Stun] Compound Stimulant,[異常・撃破]化合刺激剤
[Adversity] Powerful Dialysis Machine,[逆境]強力透析装置
[Adversity] Pacemaker of Vitality,[逆境]救命ペースメーカー
[Adversity] Emergency Partition,[逆境]応急仕切り板
[Adversity] Dual Injection Needle,[逆境]ダブルサイド注射器
[Adversity] Targeted Antibodies,[逆境]指向性抗体
[Adversity] Pain-Killer Hormones,[逆境]鎮痛ホルモン
"""Ferrier""",「渡し守」
Dynamic Wallpaper: Soukaku,ライブ壁紙 蒼角
Dynamic Wallpaper: Harumasa,ライブ壁紙 浅羽悠真
[Starfall Combat] Visitor to the Cursed Land,[星流演武]悪地の客人
Dynamic Wallpaper: Yanagi,ライブ壁紙 月城柳
Dynamic Wallpaper: Wise,ライブ壁紙 アキラ
Dynamic Wallpaper: Belle,ライブ壁紙 リン
[Starfall Combat] Visitor to the Cursed Land,[星流演武]悪地の客人
Memory Shard,記憶の欠片
Warm-Up Exercises,準備運動
[Section 6 Operation] Missing Bangboo (I),「六課の作戦タスク」ボンプの捜索・一
[Section 6 Operation] Wish You a Song,[六課の作戦タスク]歌に願いを
Time Spent Together,一緒に過ごした時間
[Section 6 Operation] Supplies Catcher (I),「六課の作戦タスク」物資キャッチャー・一
[Section 6 Operation] Strange Gathering (I),「六課の作戦タスク」怪しい集会・一
HIA Commemorative Coin: Harbor,協会記念コイン・ポート
The Day of Falling Into the Hollow,ホロウに墜ちる日
Shadow Crystal Data,シャドウ結晶のデータ
Shadow Crystal,シャドウ結晶
Commemoboo,記念ボンプ
[Starfall Combat] Cutting Through Wrong Paths,「星流演武」岐路を断つ
Expert in Battlefield Image Verification,戦場映像鑑定マスター
[Section 6 Operation] Missing Bangboo (II),「六課の作戦タスク」ボンプの捜索・二
Despised by a Cat,猫に嫌われた
The Missing Witness,失踪した証人
Dead-End Express,デッドエンドへの特急列車
[Assessment-Only] Student ID,「試験限定」受験票
Assessment Score,試験の得点
Penguinboo Training Notes,ペンギンボンプの訓練ノート
Hyper Commission: Teaser Soundtrack,極限依頼：PVサウンドトラック集
Designer's Worries,デザイナーの悩み
Emergency Pursuit,緊急逮捕
Thousand Melodies,千の音を奏でて
Web of Light and Shadow,光と影の網
It's Me... Leave A Message,「いま取り込み中、留守電でヨロ」
Elegant Vanity,優美のヴァニティ
Heartstring Nocturne,心弦のノクターン
Chandelier,シャンデリアの下で
On Campus,月曜から金曜まで
Cunning Cutie,キュートで狡猾
Astra-nomical Moment,輝きのモーメント
Harmonic Pact,響き合う旋律
The Troubles of Ellen the Shark,サメ少女エレンの悩み
The Day of Brilliant Wishes,願いがきらめく日
Elpis Ultimate Angler Championship,エルピス最強釣り師決定戦
Godfinger Ultimate Showdown,決戦！「GOD FINGER」の頂
Endless Tower: The Last Stand,高塔の激戦：末路
Click Click Hollow Reporter,パシャリ！ホロウ記者
Hollow Zero: Cleanse Calamity,零号ホロウ：厄災の芽を摘む
Today's Recommended Film,今日のおすすめ
A Dream Come True at Last,約束された正夢
Before the Curtain Rises,幕開けを迎えて
New Year Gift,星々からの新春祝い
141 Going Green For Everyone,「141」エコ・プロジェクト
Invisible Assistant,見えない助っ人
Stars Above the Wilderness (I),荒野を照らす星々・その一
Star of the Wild: Size Control,荒野の星：規模制御
Star of the Wild: Promise of Safety,荒野の星：安全確保
Stars Above the Wilderness (II),荒野を照らす星々・その二
Star of the Wild: Old Capital Disturbance,荒野の星：旧都の騒動
Star of the Wild: Old Capital Villains,荒野の星：旧都の悪党
"Have you heard? There was a fight at the Reverb Arena, and something paranormal happened!",聞いた？リバーブ・アリーナの喧嘩で心霊事件が起きたっぽい
Suggestions From a Bangboo Agent,ボンプ隊員からのアドバイス
Suggestions From a Safety Consultant,セキュリティ顧問からのアドバイス
Khors Belobog,ホルス・ベロボーグ
Suggestions From a Veteran Public Security Officer,先輩治安官からのアドバイス
Suggestions From a Battle Maid,戦闘メイドからのアドバイス
What's Been Forgotten,忘れていること
Feels Hot,激アツ
Take a Walk Together,共にそぞろ歩く
Break Time,休憩時間
Black Anchor,ブラックアンカー団
[General] Energy Restorer MKI,[汎用]エネルギー回復装置Ⅰ型
[General] Water Gun,[汎用]水鉄砲
[General] Bubble Gun,[汎用]シャボン玉銃
[General] Falling Starsea Armor,[汎用]デストロイアーマー
[General] Ultra Sacred Sword of Radiance,[汎用]ウルトラセイバー
[General] Tripartite Battle Spinner,[汎用]3面バトルスピナー
[General] Three Glass Marbles,[汎用]ビー玉・3つ
[General] Bomb Difuser,[汎用]ディフューザー
[General] Demolition Hammer,[汎用]破砕槌
[General] Secret File,[汎用]秘密ファイル
[General] General File,[汎用]一般ファイル
[General] Sword Catalog,[汎用]名刀図鑑
[General] Plant Catalog,[汎用]植物図鑑
[General] Energy Restorer MKII,[汎用]エネルギー回復装置Ⅱ型
[General] Like & Subscribe Gun,[汎用]いいね銃
[General] BUG Shield,[汎用]バグシールド
[General] Tri-End Toy Stethoscope,[汎用]おもちゃの聴診器
[General] Hammer Drill,[汎用]振動ドリル
[General] Untitled Book,[汎用]名もなき本
[General] Insect Catalog,[汎用]昆虫図鑑
Supply Voucher,補給の証
Field Experience,行動履歴
Uproar of Decibels,喧噪を謳う唇
Bricky,ラテレム
Leon,レオンくん
Foreman Thomas,トーマス班長
Grassy,ヘルバ
Woody,アルボル
The Source,溯源
[Starfall Combat] Into the End,「星流演武」最果て
Pale Wasteland,「虚白なる悪地」
Warm and Sweet Intentions,熱々の思いを込めて
Karma and Tribulation,業と劫
Kirishima,霧島
Combat Permit,演武許可
Basic Attack: Razor Wire,通常攻撃：シャープ・ストリング
Passive: Bind,パッシブ：拘束
Basic Attack: Garrote - First Form,通常攻撃：絞式・I型
Basic Attack: Garrote - Second Form,通常攻撃：絞式・II型
Dodge: Arc Step,回避：フォックストロット
Dash Attack: Piercing Ambush,ダッシュ攻撃：スリップ・アンブッシュ
Dodge Counter: Strangling Reversal,回避反撃：反攻の絞扼
Quick Assist: Fierce Blade,クイック支援：フィアース・ブレード
Defensive Assist: Silent Protection,パリィ支援：静かなる援護
Assist Follow-Up: Course Disruption,支援突撃：軌道干渉
Special Attack: Locked Position,特殊スキル：ロック・ポジション
Special Attack: Binding Sunder - First Form,特殊スキル：縛裂式・I型
EX Special Attack: Binding Sunder - Final Form,強化特殊スキル：縛裂式・終型
Chain Attack: Lunalux - Snare,連携スキル：輝夜の糸・絆
Ultimate: Lunalux Garrote - Timbre,終結スキル：輝夜の糸・弦音
Ultimate: Lunalux Garrote - Shadow,終結スキル：輝夜の糸・弦影
Core Passive: Entangle,コアパッシブ：絡まる糸
Additional Ability: Ambush Point,追加能力：急襲支点
Caesar's Request,シーザーの頼み
Foot in Mouth,口は災いの元
"Basic Attack: ""Capriccio""",通常攻撃：カプリチオ
Basic Attack: Interlude,通常攻撃：インタールード
Basic Attack: Chorus,通常攻撃：コーラス
Basic Attack: Finale,通常攻撃：フィナーレ
"Dodge: ""Mini Waltz""",回避：マイナーワルツ
"Dash Attack: ""Lunar Eclipse Melody""",ダッシュ攻撃：月蝕みのシンフォニー
"Dodge Counter: ""Umbrella Waltz""",回避反撃：アンブレラ・ワルツ
"Quick Assist: ""One Luminous Sky""",クイック支援：一面の花火
"Evasive Assist: ""Two Hearts""",回避支援：二人は寄り添い
"Assist Follow-Up: ""Three Lifetimes of Fate""",支援突撃：三世に渡り巡り合う
"Special Attack: ""Windchimes & Oaths""",特殊スキル：風鈴といつかの約束
Idyllic Cadenza,アイドリック・カデンツァ
Chord,コード
"Chain Attack: ""Tipsy Concerto""",連携スキル：ほろ酔いコンツェルト
"Ultimate: ""Fantasian Sonata""",終結スキル：幻想のソナタ
"Core Passive: ""Graceful Andante""",コアパッシブ：アンダンテ・カンタービレ
"Additional Ability: ""Moonlit Frenzy""",追加能力：ムーンリット・フレンジー
Another Bowl of Noodles!,ラーメン、おかわり！
Surrounded by Astra!,アストラに囲まれている！
Starloop,スターループ
An Attempt at Wealth,富を築く試みについて
Another Star,もう一つの星
Gazing at the Light of Dawn,夜明けの輝きを眺めて
Today's Outfit,今日のコーデ
The Weight of Trust,信頼の重さ
Life Beyond the Spotlight,スポットライト外の人生
Reflections of Fireworks,花火の倒影
Not Your Average Cold-blooded Shark,サメ少女は冷めてない
Riding the Wings of Songs,歌という翼に乗って
Essential Agenda,欠席不可の一大事
Astra Yao's Namecard,アストラの名刺
Firelight Palm,「掌中のきらめき」
Upgrade - Cat's Gratitude,ランクアップ-猫の恩返し
I Love Watching You Shop,人の買い物を見るのが好き
Kitty and Kitty,ネコちゃんと猫ちゃん
A Peaceful Day,平和な一日
Shopping Plan,買い物リスト
Snap! Look at the Camera!,カメラ目線で、パシャリ！
Superstar Moment,カリスマ・タイム
Snap! Don't Blink!,瞬きしないで、パシャリ！
Black Dance Shoes,漆黒のダンスシューズ
Battle Waltz,戦いのワルツ
Riddlers' Club (I),なぞなぞ同好会-その一
Riddlers' Club (II),なぞなぞ同好会-その二
Theory of Contagious Fortune,幸運伝達論
Artistic Cell,芸術センス
A Small Gift,ちょっとしたプレゼント
"The Missing ""5"" (I)",消えた5の数字-その一
Style Above All!,スタイルは崩さない！
Dance Trainee,ダンス練習生
Nothing a Boo Can't Dance,ボンプ&ターン
The Muse's Closet,ミューズのクローゼット
Stars of Lyra+,スターズ・オブ・リラ+
Wonderland Reverie,楽園夢遊記
Shining,きらめき
Original Me,原色
Number One Fan (I),ファンと犯・その一
Battle Trial: The Last Stand,「激戦試練：末路」
Ellen Scissorhands,シザーテイル
Lil Sassy,ちょっぴりあざとい
Scarlet Rock,緋色のロックンロール
Lumberjack,伐採機
Terror Raptor,テラー・ラプトル
Security Operative,特務護衛
Notorious - Dead End Butcher,要警戒・デッドエンドブッチャー
Deadly Assault: Line Breaker,危局強襲・破陣
Endless Last Stand I,際限なき末路Ⅰ
Endless Last Stand II,際限なき末路Ⅱ
Endless Last Stand III,際限なき末路Ⅲ
Endless Last Stand IV,際限なき末路Ⅳ
Endless Last Stand V,際限なき末路Ⅴ
Endless Last Stand - Impasse,際限なき末路・窮地
Endless Last Stand - Impasse,際限なき末路・窮地
Night Owl Noodle Shop,宵っ張りとラーメン屋
Ridu's Songstress on the Run,歌姫、お忍び新エリー都
Music Is Magic,音楽って魔法なの
Ominous Fugue,影に潜むフーガ
The Other Mole,「もう一人のスパイ」
Unforgettable Tonight,今宵忘れ難し
Everything Were Paper!,すべてを紙に！
Bangboo 6,06号
The Dream Endures,正夢のシルエット
Tyche Crates,「ティカの箱」
Who's the Lucky Player?,福を招いてくれるのは誰？
Upgrade - Nekomata's Worries,ランクアップ-猫又の悩み
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,危局ノード
Video Game Festival Coupon,ゲームフェス引換券
Popularity Carrot,人気ニンジン
Old Buddy and Good Buddy,古い仲間と良い仲間
Sixth Street Case (I),六分街怪奇事件簿-その一
Critical Node,危局ノード
Everyone's a Good Bangboo,いい子のボンプたち
"Good Evening, New Eridu",こんばんは、新エリー都！
The Lonely Voice,孤独な声
Starloop Under the Night Sky,夜空の下のスターループ
Epilogue,後日談
Falling into Dreamland With You,共に夢へ落ちよう
Until the Nightmare's End,悪夢の果てまで
Who Lit the Nightlight?,夜の灯りをつけたのは？
Agent Outfit,コスチューム
Godfinger Ultimate Showdown,決戦！「GOD FINGER」の頂
Nekomata's Promise,猫又の約束
Battle Between Cats and Dogs,猫派vs犬派
Amazing Howl,クールなウーフ
Rare Free Time,貴重な休暇
Iron Princess,鋼鉄のお姫様
Handholding Challenge,手繋ぎチャレンジ
Click Click Hollow Reporter,パシャリ！ホロウ記者
Mr. Click,パシャじい
Sheila,シラ
Model: Elegant Vanity,模型：優美のヴァニティ
Heartfelt Wish,成就する願い
Radiant Gold,燦々なる流金
"""Waiting to Dial""",「呼び出し中」
"""4WD - Crimson Comet""",「4WD-クリムゾン・コメット」
"""4WD - Street Legend""",「4WD-ストリート・レジェンド」
"""4WD - Wasteland Knight""",「4WD-ウェイストランド・ナイト」
Muqing,ムーチン
Battle of Honor,名誉挽回の戦い
"The Hollow Reporter, Day Two",ホロウ記者・2日目
"Movies Are a Challenge, Too",映画もまた挑戦
It's Me... Leave a Message (I),いま取り込み中、留守電でヨロ・上
"The Hollow Reporter, Day Three",ホロウ記者・3日目
"Wait, No Signal",待った、電波が悪い
"The Hollow Reporter, Day Four",ホロウ記者・4日目
Port Elpis Hollow,ポート・エルピスのホロウ
It's Me... Leave a Message (II),いま取り込み中、留守電でヨロ・中
"The Hollow Reporter, Day Five",ホロウ記者・5日目
The Final Hollow Reporter,ホロウ記者・最終日
Fries Lamp,ポテトランプ
Tiny Safehouse,小さなセーフハウス
Autonomous Support Unit - Sweeper,自律補助ユニット・「スイーパー」
Unfinished Task,未達成事項
It's Me... Leave a Message (III),いま取り込み中、留守電でヨロ・下
[Affinity] Encore Time,[適合]アンコールの時間
Upgrade - A Cat's Home,ランクアップ-猫の帰る場所
Summer Night's Dream,夏の夜の夢
Soukaku's Ridu Tour,蒼角のエリーツアー
The Secret of 30% Less Sugar,甘さ30%の秘密
The Creator,始まりの主
Jacob,ジェイコブ
Harley,ハーレー
Melina,メイリン
Sean,シェーン
Burke,バーク
Caleb,カレブ
Austin,オースティン
Hazel,ヘーゼル
Sofia,ソフィー
Tyson,泰三
Reyna,若妍
Angie,アンジー
Aunt He,ホーおばあさん
Sidney,西井
Overlocked Dexterity Mode,超機動モード
Face of Chaos and Anomalies,混沌異常の仮面
Will to Overcome Adversity,逆境に打ち勝つ意志
The Great Monopoly,大手寡占
Generous Bonuses,高額配当
Bribe Attack,金銭攻撃
Seal of Enemy Fortitude,難攻不落の印
Seal of the Stunned Hunter,ブレイクハンターの印
Seal of Plundered Blood,生命喪失の印
Seal of Thorny Shackles,棘枷の印
Seal of Concealment,感知遮断の印
Seal of Malevolent Pursuit,悪辣追撃の印
Seal of Revelation,弱点暴露の印
Seal of Anomalous Secrecy,異常封印の印
Seal of Spiritual Rejuvenation,心霊蘇生の印
Seal of Energy Sacrifice,エネルギー進呈の印
Seal of Bright Awakening,利剣の印
Seal of Fatal Retaliation,致命反撃の印
Seal of Precision Strikes,精密打撃の印
Seal of Abnormal Breakthrough,異常突破の印
Model: Heartstring Nocturne,模型：心弦のノクターン
Impromptu Combat Practice,「即興的格闘訓練」
Evelyn's Namecard,イヴリンの名刺
Snowy,雪玉
[Affinity] Back to Prime,[適合]昔の感覚
Unlovedboo,愛されないボンプ
Facial Recognition,顔認証
Stars Align,Stars Align 星が交わるとき
The Wish in the Bottle,瓶中の願い
Woodie,ウッディー
Drift Bottle No.1,メッセージボトルNO.1
Drift Bottle No.2,メッセージボトルNO.2
Drift Bottle No.3,メッセージボトルNO.3
Faith,フェイス
"Miyabi's ""Operation Report""",雅の「行動報告」
Defenseless Line,解ける警戒の糸
Top Seed of the Championship,最強決定戦一番のシード選手
Fishermen's Tales,釣り人のゴシップ
Never Go Home Empty-Handed!,カラブリなんてしない！絶対！
"You Can Catch Anything, Except...",何でも釣れる、あるものを除いて…
"You Can Catch Anything, Including Fish!",何でも釣れる、魚も！
Rainy Night's Cupid,夜雨に紛れる恋愛マスター
Greene,清
Dynamic Wallpaper: Astra Yao,ライブ壁紙 アストラ・アストラ
Dynamic Wallpaper: Evelyn,ライブ壁紙 イヴリン
Dynamic Wallpaper: Bangboo Angler Club,ライブ壁紙・おいでよ ボンプとの釣り
All Retrieved!,全部回収完了
Port Elpis Eco Guardian,港エコ・マスター
No Dead Ends in Life,道は続いていく
Before the Last Stand...,末路に足を踏み入れる、その前に…
Demon Lord in Training,魔王候補
Top Demon Lord Trainee,魔王優等生
Outpost Primer,前哨基地タスク
Song from the Depths of Memory,記憶の淵に眠る歌
The Day of Brilliant Wishes: Qualifiers,願いがきらめく日・オーディション
Gary,ゲアリー
Kyla,キラ
Hal,ハール
Angler Points,フィッシングスコア
Duty of a Manager!,店長としての責務！
Nachi,ナッチ
Lanza,ランサ
Feng,ミネ
McDunn,マックダン
Grandpa Gu,谷じい
Mitsuharu,光治
Teppei,鉄平
Joran de Winter,ヨラン・デウィンター
Dennis,デニッシュ
[Post] I GOT IT! Aaaaaaaahhhhhh!,【雑談】ゲ！ッ！ト！あああああああああああ！
Where the Wind Blows,風の吹くところ
A Fake Test,試練、偽りを以て真を乱す
The Skills of the Weak,技巧、弱を以て強にあたる
The Courage to Test Danger,覚悟、身を以て危を蹈む
Sincerity of Knowledge,本心、一を以て之を貫く
Cleanse Calamity,厄災の芽を摘む
The Young Lady's New Year Family Affairs,お嬢様と新年の家庭事情
Shawn,ショーン
Leigh,麗
Corinna,コリンナ
Andron,アンドロン
The Day of Brilliant Wishes: Group Match,願いがきらめく日・予選
Drift Bottle,メッセージボトル
Executive Officer's New Year Preparations,執行官と新年の準備
Bling,ポチ
The Day of Brilliant Wishes: Quarterfinals,願いがきらめく日・準々決勝
Used Battery,廃棄バッテリー
141 Going Green For Everyone,「141」エコ・プロジェクト
Severed Innocence,純然の犠牲
Box Cutter,ペーパーカッター
Spectral Gaze,奪魂の暝目
An Idol's Idol,アイドルのアイドル
Electric Reflection,瞬雷に映る影
Sights of Asphodel,冥き目と幽世の花
Shadow Harmony,シャドウハーモニー
Phaethon's Melody,「パエトーン」の歌
Out of Sight,目には見えないもの
Echoes of Silver,シルバーの復活
Head Maid's Coffee Time,メイド長のティータイム
The Second Queen,2番目の「女王」
The Day of Brilliant Wishes: Semifinals,願いがきらめく日・準決勝
Memory of a Melody,思い出のメロディー
The Day of Brilliant Wishes: Finals,願いがきらめく日・決勝
Card,カード
Public Security Officer's New Year Nightmare,治安官と新年のパニック
All for Show,シナリオ通り
Ridu Fishing Festival,新エリー都の釣りの祭典
A Soldier's New Year Traditions,兵士さんと新年の過ごし方
Miracles Never Come Late,奇跡は必ずやってくる
Vivian Banshee,ビビアン・バンシー
Mockingbird,「モッキンバード」
Defense Force - Silver Squad,防衛軍・シルバー小隊
Med Kit (M),回復剤（中）
Med Kit (S),回復剤（小）
Med Kit (L),回復剤（大）
A Pile of Gear Coins,若干のギアコイン
Truth Beneath the Water,真意は水面下に
Sedative (S),鎮静剤（小）
Sedative (M),鎮静剤（中）
Sedative (L),鎮静剤（大）
Business-to-Business Talk?,企業家との対談？
Kitty Movie,子猫の映画
Pink Bunny's New Year Reward,ピンクのウサギと新年のご褒美
A Handful of Gear Coins,少量のギアコイン
Hugo Vlad,ヒューゴ・ヴラド
A Maid's New Year Commemoration,メイドちゃんと新年の記念
"But, What's the Price?",けど、その代償は？
Robin,ロビン
Elpis' Ultimate Angler,エルピス最強釣り師
Aristocratic Delicacy,貴族の料理
Null_Face,「千面相」
Something's wrong with HIA's VR event! The one HSOS6 went to!,HIAのVR体験イベントで事件が起きた！対ホロウ六課が参加したやつ！
Feature Upgrade! HIA to Roll Out the Latest Deep-Sync VR System,機能アップデート！HIAが送る最新の感覚同期VR機能
[Notice] The upcoming election is approaching. Please remain quiet!,【通知】市政選挙の日が近づいています。軽率な発言は控えるようにしましょう！
[URGENT] Riot at the speech venue! Public Security made a fool of themselves!,【速報】演説会場で暴動発生！治安局の面目丸潰れ！
[URGENT] What's going on at Port Elpis?,【速報】ポート・エルピスで一体何が？
[Intel] Bringer's out of the picture!,【情報】ブリンガーが出て行った！
Exclusive: Who really killed Joran?,【内部情報】ヨランの本当の死因が明らかに！
[Post] Sneak Peek: Starloop's VIP Zone in Pictures!,【雑談】スターループVIPボックス席写真！
[Post] I'm so done with this New Year...,【雑談】今年はこれで終わりにしよう…
[Urgent Commission] Seeking the Great Reliable Phaethon!,【緊急依頼】信頼できる「パエトーン」に助けを求む！
"""Tangible Memento""",「形のある記念」
Until You Plead Sweetly,あなたが甘く願うまで
Card from Dew Gardening,「朝露」からのメッセージカード
Card from Dew Gardening,「朝露」からのメッセージカード
The Master's Concerns (I),師匠のお悩み・その一
One Denny Friendship,1ディニーの友情
Sacrifice,サクリファイス
Intense Competition,熱戦
Blessing or Curse,禍福倚伏
Aquatic Delicacy,水中の珍味
[Intel] This Year's Yearlight Is on the River?,【情報】今年の華歳の灯がなんと川の上に？
[Post] Something Made by a Bandit Can Be Called Art?,【雑談】泥棒が作ったものも芸術品といえるのか？
A new Hollow on Fourteenth Street!,十四分街でホロウ災害発生！！
Belobog falls short?!,白祇重工、一歩及ばず！？
Camellia Golden Week Guide,沙羅GWどこ行く？丨 旅行先をおすすめし合うスレ
Extra stock for Golden Week &mdash; come try in-store!,GW期間は増量中！ご来店お待ちしています！
Bang-Bang with Bangboo This Camellia Golden Week,ボンボンボン、ボンプと～沙羅GW～！
Grieving,悼む者
[HELP] Anyone opened this model of supply box before?,【助け求む】この型番のサプライボックス、開けられる奴はいるか？
Guys I found the best way into Hollow C41,ホロウC41へ入る最良の方法を試してきてやった
What an awesome mech! So cool! I wanna drive it!,なにこのメカ！？カッケー！乗りてー！
The Master's Concerns (II),師匠のお悩み・その二
The Master's Concerns (III),師匠のお悩み・その三
Number One Fan (II),ファンと犯・その二
First-Class Customer Service,プロのアフターサービス
Vibrant Resonance,揺れ動く共振
"March On, Tiny Titan!",たたかえ！三尺ヒーロー
Silver Soldier Song,シルバーソルジャーの歌
Bury Your Tears With the Past (A),涙と過去を埋めて（上）
Zero Point Calibration,ゼロイン調整
Hollow Zero: Shattered Edge,零号ホロウ：影の刃を折る
Little Knight's Big Charge,ちびっ子騎士の大突撃
Virtual World: Battle Storm,風雲・虚界熱戦
Delivery Cat Woes,配達ネコはつらいよ
Abyssal Enforcer,深淵の断罪者
Ionized - Doppelganger - Abyssal Enforcer,電離体・ドッペルゲンガー・深淵の断罪者
Palicus,パリクス
Parasitic Ethereal Swarm &mdash; Code Name: Geppetto,片利共生型エーテリアス群・コード：ジェペット
Specialized Assault Bomber,特戦強襲爆撃手
Basic Attack: Swift Strike,通常攻撃：ファストスラッシュ
Basic Attack: Leaping Strike,通常攻撃：ジャンプスラッシュ
Dodge: Reversal Shot,回避：正向反射
Dash Attack: First Strike Advantage,ダッシュ攻撃：早いもん勝ち
Dodge Counter: Relentless Retribution,回避反撃：目には目を
Quick Assist: Contract - Bodyguard,クイック支援：契約・ボディガード
Evasive Assist: Contract - Outsourced Combat,回避支援：契約・派遣戦闘員
Assist Follow-Up: Independent Pricing,支援突撃：別料金だよ
Special Attack: Rending Claw,特殊スキル：バイトクロー
Special Attack: Rending Claw - Nightmare Shadow,特殊スキル：バイトクロー・ナイトメア
EX Special Attack: Rending Claw - Flashstep,強化特殊スキル：バイトクロー・フラッシュ
"Chain Attack: Hey, Didn't Expect That, Right?",連携スキル：びっくりさせた？
"Ultimate: Oh, Time to Play?",終結スキル：遊びの時間さ
Core Passive: Hunter's Instinct,コアパッシブ：捕食者の本能
Additional Ability: Business Partner,追加能力：ビジネスパートナー
Basic Attack: Penetrating Shock,通常攻撃：絶縁破壊
Basic Attack: Cold-Bore Shot,通常攻撃：コールドバレル・ショット
Basic Attack: Silenced Shot,通常攻撃：サイレント・スナイプ
Basic Attack: Harmonizing Shot,通常攻撃：狙撃協奏曲
Basic Attack: Harmonizing Shot - Tartarus,通常攻撃：狙撃協奏曲・奈落
Dodge: Phantom Concealment,回避：魂隠し
Dodge: Strobe,回避：閃輝
Dash Attack: Vengeful Specter,ダッシュ攻撃：怨魂返し
Dodge Counter: Condemned Soul,回避反撃：極魂の罰
Quick Assist: Cold-Bore Cover Fire,クイック支援：コールドバレル・アシスト
Defensive Assist: Delaying Demise,パリィ支援：死線偏移
Assist Follow-Up: Piercing Thunder,支援突撃：射貫く霹靂
Special Attack: Spectral Flash,特殊スキル：幽閃
EX Special Attack: Flash Burial,強化特殊スキル：幽閃花葬
Chain Attack: Stygian Guide,連携スキル：三途川の引導
Dodge Counter: Ground Flash Counter,回避反撃：対地放電
Ultimate: Underworld Requiem,終結スキル：冥府の挽歌
Dash Attack: Torrent,ダッシュ攻撃：奔流
Core Passive: Soul-Searching Gaze,コアパッシブ：虚を突く幽目
