"""Time to Bloom""","Basic Attack , Dodge , Assist , Special Attack , and Chain Attack Lv. +2 This is a tiny safe house that almost no one knows about. The entire space is filled with scattered, miscellaneous items. Boxes, sofas, picture frames, and pots upon pots of flowers — red ones, yellow ones, pink ones, some standing straight, some fluffy, some drooping. Close your eyes, cover your mouth, you'll hold it in for sure — she promised. ""Give them a little more time, okay?"" ""They'll grow up beautifully... just like you.""",「開花刻」,『通常攻撃』、『回避』、『支援スキル』、『特殊スキル』、『連携スキル』のスキルレベル+2 誰も知らない、小さな隠れ家。 雑多な物が無秩序に空間を埋め尽くしている。 箱やソファ、額縁に、色とりどりの花々——赤や黄色、ピンク色の花たちが、凛と背筋を伸ばしたり、ふんわりと咲いたり、うなだれたりしている。 目を閉じ、口を押さえれば、絶対に我慢できる——彼女はそう約束したから。 「もっと長い目で見守ってあげるんだ、いいな？」 「この子たちはきっと元気に育ってくれる…お前のように」
Theory of the Heart,"Seed's CRIT DMG increases by 50%. When using Basic Attack: Falling Petals - Slaughter , fires 3 additional laser beams, each dealing 165% of ATK as DMG. This effect can trigger once every 3s. Here lies a vast sea of flowers, blooming wild and brilliant. She remembers how this place once looked — barren, without even a single blade of grass. Who could have done such mischief? Who transformed this desolate, gloomy Hollow Zero into this? Who planted such a strong heart in this pale soil? ""So you've come such a long way on this circle..."" ""Until we meet again, Seed Sr.""",「有心説」,「シード」の会心ダメージ+50%。 『通常攻撃：落花・殲滅』発動時、追加で3本のレーザーを放ち、1本ごとに攻撃力165%分のダメージを与える、3秒に1回のみ発動可能。 花々が咲き乱れる、眩いばかりの花畑。 彼女はこの場所の最初の姿を思い出す。 雑草の一本も生えていなかった、虚無の荒れ地。 こんなことをしたのは誰？荒れ果てた陰鬱な零号ホロウを、こんな風に変えたのは誰？ まっしろな土に、力強く生きる心を植え付けたのは誰？ 「君は、こんなにも大きな輪っかを歩いてきたんだ…」 「また会おうね、『ビッグ・シード』」
Basic Attack: Chrysanthemum Wheel Dance,"Press  to activate:  Perform up to 4 attacks forward, dealing Physical DMG for the first two hits and Electric DMG for the third and fourth hits.  When attacked between the retreat of the 3rd hit to before the 4th hit, triggers an automatic dodge.",通常攻撃：霜しべのロンド, を押して発動：  前方へ最大4段の攻撃を繰り出す。1段目と2段目は物理属性ダメージ、3段目と4段目は電気属性ダメージを与える。  3段目の後退から4段目発動前に攻撃を受けると、自動で回避する。
Basic Attack: Falling Petals - Slaughter,"After the 4th hit of a Basic Attack, Dodge Counter, Quick Assist, or Assist Follow-Up, hold or press  to activate:  Summon the mech to perform a charged punch attack, dealing massive Electric DMG.  When Steel Charge reaches 120, gain one chance to quickly activate Basic Attack: Falling Petals - Slaughter by holding .  This effect expires when Steel Charge is less than 120 or after using the method above to activate Basic Attack: Falling Petals - Slaughter once.  Does not accumulate Steel Charge on hit.  Character is invulnerable while using this skill.",通常攻撃：落花・殲滅,『通常攻撃』の4段目、『回避反撃』、『クイック支援』、『支援突撃』の後、  を長押しまたは短押しして発動：  ロボットを召喚し、チャージパンチ攻撃を行い、電気属性ダメージを大量に与える。  「アイアンエナジー」が120Ptに達した時、  を長押しすると、『通常攻撃：落花・殲滅』を1回だけ素早く発動できる。「アイアンエナジー」が120Pt未満、または上記の方法で『通常攻撃：落花・殲滅』を1回発動した後、この効果は解除される。  敵に命中した時、「アイアンエナジー」は溜まらない。  スキル発動中、無敵効果を得る。
Basic Attack: Falling Petals - Downfall,"Seed has Steel Charge, which she can accumulate by hitting enemies with her skills.  Steel Charge has a maximum value of 150, and an initial value of 60. Upon reaching 120 Steel Charge and triggering Basic Attack: Falling Petals - Slaughter or Ultimate: Clockwork Garden - Bloom!, press or hold  to consume 60 Steel Charge and unleash Basic Attack: Falling Petals - Downfall First Form, then automatically consume 60 Steel Charge to follow up with Basic Attack: Falling Petals - Downfall Second Form.  Pilots the mech to fire sweeping shots and perform a jumping smash, dealing massive Electric DMG.  Does not accumulate Steel Charge on hit.  Character is invulnerable while using this skill.",通常攻撃：落花・崩墜,「シード」は専用のゲージ「アイアンエナジー」を持つ。自身の攻撃が敵に命中すると、「アイアンエナジー」が溜まる。  「アイアンエナジー」は最大150Ptまで所持でき、フィールド入場時に60Ptを獲得する。120Ptに達した時、『通常攻撃：落花・殲滅』または『終結スキル：機巧ガーデン・開花！』発動後、  を短押しまたは長押しすると、「アイアンエナジー」を60Pt消費して『通常攻撃：落花・崩墜Ⅰ』を発動できる。その後自動で「アイアンエナジー」を60Pt消費して、そのまま『通常攻撃：落花・崩墜Ⅱ』に繋げる。  「シード」はロボットを操って掃射した後、跳び上がって強力な落下攻撃を行い、電気属性ダメージを大量に与える。  敵に命中した時、「アイアンエナジー」は溜まらない。  スキル発動中、無敵効果を得る。
Dodge: Running on Petals,Press  to activate:  A quick dash dodge.  Character is invulnerable while using this skill.,回避：花弁を辿る, を押して発動： ダッシュで高速回避する。  スキル発動中、無敵効果を得る。
Dash Attack: Magnetic Wheel Dance,"Press  during a dodge to activate:  Throw steel wheels forward, dealing Physical DMG.",ダッシュ攻撃：落電のロンド,回避時に  を押して発動：  前方に電磁チャクラムを投げ、物理属性ダメージを与える。
Dodge Counter: Blossom Burst,"Press  during a Perfect Dodge to activate:  Unleash a barrage of lasers at enemies in front, dealing Electric DMG.  Character is invulnerable while using this skill.",回避反撃：乱れ咲く花々,『極限回避』後に  を押して発動：  前方の敵に連続レーザー攻撃を放ち、電気属性ダメージを与える。  スキル発動中、無敵効果を得る。
Quick Assist: Barrage of Raining Flowers,"When the active character is launched, press  to activate:  Unleash a barrage of lasers at enemies in front, dealing Electric DMG.  Character is invulnerable while using this skill.",クイック支援：花嵐斉射,操作しているメンバーが吹き飛ばされた時に、  を押して発動：  前方の敵に連続レーザー攻撃を放ち、電気属性ダメージを与える。  スキル発動中、無敵効果を得る。
Defensive Assist: Sprouting Barrier,"When the on-field character is about to be attacked, press  to activate:  Parries the enemy's attack, dealing massive Daze.  Character is invulnerable while using this skill.",パリィ支援：咲き始めの障壁,出場中のメンバーが攻撃されそうになった時に、  を押して発動：  敵の攻撃をパリィし、ブレイク値を大量に蓄積させる。  スキル発動中、無敵効果を得る。
Assist Follow-Up: Crimson Core Burst,"Press  after a Defensive Assist to activate:  Unleash continuous floating turret attacks at enemies ahead, dealing Electric DMG.  Character is invulnerable while using this skill.",支援突撃：紅く爆ぜる花芯,『パリィ支援』発動後、  を押して発動：  前方の敵に連続浮遊ビット攻撃を放ち、電気属性ダメージを与える。  スキル発動中、無敵効果を得る。
Special Attack: Withered in Frost,"Press  to activate:  Throw a steel wheel that traces a curved path, dealing Electric DMG.",特殊スキル：蒼霜の零落, を押して発動：  電磁チャクラムを投げ出し、曲線を描いて電気属性ダメージを与える。
EX Special Attack: Raining Iron Petals,"With enough Energy, press  to activate:  Enter flight mode, where Seed can move in four directions, and unleash a continuous barrage of missiles, dealing massive Electric DMG.  Hold  to extend the barrage duration while continuously consuming Energy.  During flight, release  to trigger EX Special Attack: Raining Iron Petals - Away.  Upon consuming 60 Energy points in one flight, automatically trigger Basic Attack: Falling Petals - Slaughter.  Character is invulnerable while using this skill.",強化特殊スキル：鉄萼の雨,エネルギーが十分な時、  を押して発動：  飛行モードに移行し、自由に移動できる。弾幕を連射し、敵に電気属性ダメージを大量に与える。   を長押しすることで、エネルギーを持続的に消費して弾幕の発射時間を延長できる。  飛行モード中、  を離すと『強化特殊スキル：鉄萼の雨・離』を発動できる。  1回の飛行でエネルギーを60Pt消費すると、『通常攻撃：落花・殲滅』が自動的に発動する。  スキル発動中、無敵効果を得る。
EX Special Attack: Raining Iron Petals - Away,"During EX Special Attack: Raining Iron Petals, release  to activate:  Unleash rapid cannon fire, dealing Electric DMG.  Does not accumulate Steel Charge on hit. Character is invulnerable while using this skill.",強化特殊スキル：鉄萼の雨・離,『強化特殊スキル：鉄萼の雨』発動中、  を離すと発動：  素早い砲撃を放ち、電気属性ダメージを与える。  敵に命中した時、「アイアンエナジー」は溜まらない。  スキル発動中、無敵効果を得る。
Chain Attack: Tempest of Frosty Petals,"When a Chain Attack is triggered, select the character to activate:  Summons her mech for protection, then launches cannon shots and a barrage of missiles, dealing massive Electric DMG.  Character is invulnerable while using this skill.",連携スキル：ヘイル・ストリーム,『連携スキル』開始時に、対応するエージェントを選択して発動：  ロボットを召喚して自身を守りながら、前方に砲撃とミサイルを放ち、電気属性ダメージを大量に与える。  スキル発動中、無敵効果を得る。
Ultimate: Clockwork Garden - Bloom!,"When Decibel Rating is at Maximum, press  to activate:  Seed will pilot the mech personally, raining down missiles and a meteor shower of rockets, then performing a jumping smash, dealing massive Electric DMG.  After using this skill, accumulate 60 Steel Charge.  Does not accumulate Steel Charge on hit.  Character is invulnerable while using this skill.",終結スキル：機巧ガーデン・開花！,デシベルレートが『Maximum』に達した時に  を押して発動：  ロボットに搭乗し、大量のミサイルと流れ星のように輝く致命的な砲弾を浴びせかけた後、跳び上がって強力な落下攻撃を繰り出し、電気属性ダメージを大量に与える。  スキル発動後、「アイアンエナジー」を60Pt溜める。  敵に命中した時、「アイアンエナジー」は溜まらない。  スキル発動中、無敵効果を得る。
Core Passive: Flower Chain Protocol,"The Attack teammate with the highest initial ATK is considered Seed's Vanguard.  When the Vanguard unleashes an EX Special Attack, Seed gains Onslaught status, increasing Seed's ATK by 100 and CRIT DMG by 15%. When Seed unleashes an EX Special Attack, the Vanguard gains Direct Strike status, increasing the Vanguard's ATK by 100 and CRIT DMG by 15%.  When Direct Strike and Onslaught are both active, Seed and the Vanguard simultaneously gain Besiege status, increasing DMG dealt by 15%.  Onslaught, Direct Strike, and Besiege buffs can all take effect when the character is the current active character. When switching to inactive, the buffs remain until the character goes off-field or 3s after the switch. When the character returns to being the active character, the buffs re-activate.  Upon entering the battlefield with a Vanguard, Seed immediately gains Onslaught status and Besiege status, while the Vanguard immediately gains Direct Strike status and Besiege status.  Direct Strike and Onslaught status last for 40s, and repeated triggers refresh the duration.  When the Vanguard consumes Energy as the active character or when Seed consumes Energy, for every 1 point of Energy consumed, Seed recovers 0.5 points of Steel Charge.     *Stats shown are at Base level.",コアパッシブ：フローラ・プロトコル,「シード」を除く開幕攻撃力が最も高い[強攻]メンバーは「正規兵」とみなされる。  「正規兵」が『強化特殊スキル』を発動すると、「シード」は「強襲」状態を獲得する。  「強襲」：「シード」の攻撃力+100/225/350/475/600/725/1000Pt、会心ダメージ+15/17.5/20/22.5/25/27.5/30%。  「シード」が『強化特殊スキル』を発動すると、「正規兵」は「対攻」状態を獲得する。  「対攻」：「正規兵」の攻撃力+100/225/350/475/600/725/1000Pt、会心ダメージ+15/17.5/20/22.5/25/27.5/30%。  「対攻」と「強襲」が同時に存在する時、「シード」と「正規兵」は同時に「包囲」状態を獲得し、与ダメージ+12.5/14.5/16.5/18.5/20.5/22.5/25%。     「強襲」、「対攻」、「包囲」によるバフ効果は該当メンバーが操作中メンバーの時に発動する。  該当メンバーを控えに切り替えた時、バフ効果は3秒後、またはそのメンバーが退場した後に解除される。  該当メンバーを操作中メンバーに切り替えると、バフ効果は再び発動する。     フィールド入場時、「正規兵」がいる場合、「シード」は即座に「強襲」と「包囲」状態を獲得し、「正規兵」は即座に「対攻」と「包囲」状態を獲得する。  「対攻」と「強襲」状態の継続時間は40秒、重複して獲得すると継続時間が更新される。  「正規兵」が操作中メンバーとしてエネルギーを消費した時、または「シード」がエネルギーを消費した時、消費したエネルギー1Ptにつき、「シード」は「アイアンエナジー」を0.5Pt回復する。
Additional Ability: Surprise Strike,"When another Attack Character is in your squad:  When Seed deals DMG as the active character, restore 2 Energy to the Vanguard. This effect can trigger once every 1s.  Seed's Basic Attack: Falling Petals - Slaughter, Basic Attack: Falling Petals - Downfall, and Ultimate: Clockwork Garden - Bloom! deal 30% increased DMG and ignore 25% of enemy Electric RES.",追加能力：思いがけない援軍,チームに他の[強攻]メンバーがいる時に発動：  「シード」が操作中のメンバーとしてダメージを与えた時、「正規兵」はエネルギーを2Pt回復する、1秒に1回のみ発動可能。  「シード」の『通常攻撃：落花・殲滅』、『通常攻撃：落花・崩墜』および『終結スキル：機巧ガーデン・開花！』の与ダメージ+30%、敵の電気属性ダメージ耐性を25%無視する。
Rapid Charge Mode,"When the 4th hit of Anby's Basic Attack hits an enemy, her Energy Generation Rate is increased by 12% for 30s. ""Charge up for just a minute, and you're set to fight for an hour!"" That's the sales pitch for these weapon expansion modules. And they deliver exactly that.",急速充電モード,『通常攻撃』の4段目の斬撃が敵に命中した時、アンビーのエネルギー獲得効率+12%、継続時間30秒。 「1分間の急速充電で、30分戦えます！」 ——そう断言したのは、武器に拡張機能を追加した専門家だ。 そして実際、彼の言ったことは正しかった。
Precision Discharge,"When Basic Attack: Thunderbolt hits a Stunned enemy, its DMG is increased by 30%. When Anby's EX Special Attack hits an enemy that is not Stunned, the Daze inflicted is increased by 10%. ""Electric shocks will knock you out cold."" Looking at the enemy out cold at her feet, she added: ""At least, that's what happens in the movies.""",精密放電,『通常攻撃：落雷』がブレイク状態の敵に命中した時、スキルの与ダメージ+30%。 『強化特殊スキル』がブレイク状態ではない敵に命中した時、スキルの与えるブレイク値+10%。 「感電すると、失神する」 轟音を立てて倒れる敵を眺めながら、少女は淡々と言った—— 「映画で見た通りね」
Well-Disciplined,"Basic Attack , Dodge , Assist , Special Attack , and Chain Attack Lv. +2 Run, slash, move like lightning. She is no amateur when it comes to Hollows—she's an expert.",訓練の成果,『通常攻撃』、『回避』、『支援スキル』、『特殊スキル』、『連携スキル』のスキルレベル+2 駆け、刀を振るう、雷閃の如く。 少女はアマチュアではない。ホロウ探索のプロである。
Conducting Charge,"When Anby launches a Chain Attack or uses her Ultimate , off-field Electric Agents recover 3 Energy. For every 12% Energy Generation Rate Anby has, recover an additional 2 Energy, up to a maximum of 6. You won't last long fighting solo. An experienced Hollow Raider knows how to create opportunities for their teammates.",電荷伝導,『連携スキル』または『終結スキル』を発動した時、控えの電気属性メンバーのエネルギーを3Pt回復する。 アンビーのエネルギー獲得効率12%につき、回復量が追加で+2Pt、最大6Ptまで。 単独での戦闘は長期的な解決にならない。 熟練したホロウレイダーは戦いの最中であっても、チームメイトにチャンスを作る。
Street Experience,"Basic Attack , Dodge , Assist , Special Attack , and Chain Attack Lv. +2 Working for the Cunning Hares not only builds your mental toughness but also helps (or rather, forces) you to get in shape.",ストリートの経験,『通常攻撃』、『回避』、『支援スキル』、『特殊スキル』、『連携スキル』のスキルレベル+2 邪兎屋の仕事は、メンタルを鍛えるだけではない。 身体能力も（否応なしに）向上する。
Charging Field,"When Anby uses her EX Special Attack , she gains 8 stacks of Charge (max 8 stacks). When she hits an enemy with her Basic Attack or Dash Attack , 1 stack of Charge is consumed, increasing that attack's DMG by 45%. Coils of electricity flickered over her fingertips. Anby raised her head, eyes brimming with determination beyond her years. Perhaps, one day, she will be the one with total mastery over electricity.",フィールドチャージ,『強化特殊スキル』を発動した時、アンビーはパワーを8重獲得する（最大8重）。 『通常攻撃』または『ダッシュ攻撃』が敵に命中した時、パワーを1重消費することで、その攻撃の与ダメージ+45%。 放電の火花が指先で弾ける。 顔を上げた少女の瞳には、その若さに不釣り合いな強い意志が宿っていた。 いつか彼女は、この刹那の雷光さえ支配するだろう。
Basic Attack: Turbo Volt,"Press  to activate:  Unleashes up to 4 slashes. The first 3 hits deal Physical DMG, the 4th hit deals Electric DMG.",通常攻撃：ボルトターボ, を押して発動：  前方に最大4段の斬撃を放つ。最初の3段は物理属性ダメージを与え、4段目は電気属性ダメージを与える。
Basic Attack: Thunderbolt,"After unleashing the 3rd hit of the Basic Attack, hold down or pause for a short while, and then press  to activate:  Unleashes a downward strike that deals Electric DMG.  Anti-Interrupt level is increased while using this skill.",通常攻撃：落雷,『通常攻撃』3段目の後に  を長押し、または間を置いてから  を押して発動：  前方に落下打撃を放ち、電気属性ダメージを与える。  スキル発動中、中断耐性レベルがアップする。
Dodge: Slide,Press  to activate:  A rapid dodge.  Character is invulnerable while using this skill.,回避：スライドステップ, を押して発動：  ダッシュで高速回避する。  スキル発動中、無敵効果を得る。
Dash Attack: Taser Blast,"Press  during a dodge to activate:  Slashes all nearby enemies, dealing Physical DMG.",ダッシュ攻撃：電弧斬り,回避時に  を押して発動：  周囲に斬撃を放ち、物理属性ダメージを与える。
Dodge Counter: Thunderclap,"Press  during a Perfect Dodge to activate:  Slashes enemies in front, dealing Electric DMG.  Character is invulnerable while using this skill.",回避反撃：迅雷,『極限回避』後に、  を押して発動：  前方の敵に斬撃を放ち、電気属性ダメージを与える。  スキル発動中、無敵効果を得る。
Quick Assist: Thunderfall,"When the on-field character is launched, press  to activate:  Slashes enemies in front, dealing Electric DMG.  Character is invulnerable while using this skill.",クイック支援：雷呼,操作しているメンバーが吹き飛ばされた時に、  を押して発動：  前方の敵に斬撃を放ち、電気属性ダメージを与える。  スキル発動中、無敵効果を得る。
Defensive Assist: Flash,"When the character on field is about to be attacked, press  to activate:  Parries the enemy's attack, inflicting massive Daze.  Character is invulnerable while using this skill.",パリィ支援：電光一閃,出場中のメンバーが攻撃されそうになった時に、  を押して発動：  敵の攻撃をパリィし、ブレイク値を大量に蓄積させる。  スキル発動中、無敵効果を得る。
Assist Follow-Up: Lightning Whirl,"Press  after a Defensive Assist to activate:  Perform a spinning slash against enemies in front, dealing Electric DMG.  Character is invulnerable while using this skill.",支援突撃：スピニングサンダー,『パリィ支援』発動後、  を押して発動：  前方の敵に回転斬撃を放ち、電気属性ダメージを与える。  スキル発動中、無敵効果を得る。
Special Attack: Fork Lightning,Press  to activate:  Unleashes an upward slash that deals Electric DMG.  This attack launches faster when used after the 3rd-hit of the Basic Attack or Basic Attack: Thunderbolt.  Anti-Interrupt level is increased while using this skill.,特殊スキル：電光斬り, を押して発動：  前方に打ち上げ斬撃を放ち、電気属性ダメージを与える。  『通常攻撃』3段目または『通常攻撃：落雷』の後に繋げると、より素早く発動できる。  スキル発動中、中断耐性レベルがアップする。
EX Special Attack: Lightning Bolt,"When Anby has enough Energy, press  to activate:  Unleashes a powerful upward slash that deals Electric DMG. This attack launches faster when used after the 3rd hit of her Basic Attack or Basic Attack: Thunderbolt.  Character is invulnerable while using this skill.",強化特殊スキル：蒼雷斬り,エネルギーが溜まっている状態で  を押して発動：  前方に強力な打ち上げ斬撃を放ち、電気属性ダメージを大量に与える。  『通常攻撃』3段目または『通常攻撃：落雷』の後に繋げると、より素早く発動できる。  スキル発動中、無敵効果を得る。
Chain Attack: Electro Engine,"When a Chain Attack is triggered, select the character to activate:  Unleashes a powerful upwards slash at enemies in a small area, dealing massive Electric DMG.  Character is invulnerable while using this skill.",連携スキル：ソレノイドエンジン,『連携スキル』開始時に、対応するエージェントを選択して発動：  前方小範囲の敵に強力な打ち上げ斬撃を放ち、電気属性ダメージを大量に与える。  スキル発動中、無敵効果を得る。
Ultimate: Overdrive Engine,"When Decibel Rating is at Maximum, press  to activate:  Unleashes a powerful upward slash at enemies in a small area followed by several falling attacks, dealing massive Electric DMG.  Character is invulnerable while using this skill.",終結スキル：オーバードライブエンジン,デシベルレートが『Maximum』に達した時に  を押して発動：  前方小範囲の敵に強力な打ち上げ斬撃を放ったのち、落下攻撃で追い打ちをかけ、電気属性ダメージを大量に与える。  スキル発動中、無敵効果を得る。
Core Passive: Fluctuating Voltage,"Launch a Basic Attack: Thunderbolt, Special Attack, or EX Special Attack after the 3rd-hit of Anby's Basic Attack for an extra 32% Daze.     *Stats shown are at Base level.",コアパッシブ：波動電圧,アンビーが『通常攻撃』3段目の後に、『通常攻撃：落雷』、『特殊スキル』または『強化特殊スキル』を発動した場合、スキルの与えるブレイク値+32/37.3/42.6/48/53.3/58.6/64%。
Additional Ability: Parallel Connection,"When another character in your squad shares the same Attribute or Faction:  When Anby's Dodge Counter hits an enemy, she gains an extra 7.2 Energy. This effect can trigger once every 5s.",追加能力：並列回路,チームに自身と同じ属性または同じ陣営のメンバーがいる時に発動：  アンビーが発動した『回避反撃』が敵に命中した場合、エネルギーを追加で7.2Pt回復する。5秒に1回のみ発動可能。
Heroism,"The shield value provided by Shield of Firm Resolve and its maximum limit is increased by 30%. When Shield of Firm Resolve ends, the Anomaly Proficiency increase provided by Core Passive: Protector lasts an additional 10s. When it comes to team missions, Seth is always leading the charge. ""Let me handle the arrests! I scored a 99 in close-quarters arrests, and the only point deducted was because I accidentally sprained the instructor's wrist.""",ヒロイズム,「断固たる盾」が提供するシールド値およびその上限+30%。 「断固たる盾」の効果が切れた時、『コアパッシブ：守護者』による 異常マスタリーのアップ効果が追加で10秒継続する。 団体行動の際、いつも先頭を突っ走るのがセスだ。 「犯人逮捕はオレに任してください！近接逮捕術の成績は99点でした。1点減点されてるのは…うっかり、教官の手首をグキっとやってしまったからです！」
Recklessness of Youth,"Upon entering battle, Seth immediately gains 75% Resolve . Hitting an enemy with Basic Attack: Lightning Strike - Electrified increases the move's accumulated Electric Anomaly Buildup by 35%. Many criminals make the mistake of underestimating Seth. It might be his pure, clear eyes or those innocent-looking furry ears and tail. Whatever the reason, everyone who underestimates him eventually pays the price.",若気の至り,フィールド入場時、即座に自身の「意気」が75%溜まる。 『通常攻撃：電撃ストライク・感電』が敵に命中した時、スキルによる 電気属性の状態異常蓄積値 +35%。 セスは、あらゆる犯罪者にナメられやすい傾向にある。 疑うことを知らなさそうな瞳か、はたまた無害そうなモフモフの耳やしっぽか、どちらがそうさせるのかは定かではないが… 彼を甘く見た者は、決まって手痛い代償を払う羽目になる。
Slow Reflexes,"Basic Attack , Dodge , Assist , Special Attack , and Chain Attack Lv. +2 ""A skilled officer like you must handle everything on your own, right? No help from others, surely?"" Even after hearing this, Seth remained composed and didn't say a word. It wasn't until midnight that he suddenly woke up: ""Could that guy's comment earlier... have been a dig at me?""",鈍感力,『通常攻撃』、『回避』、『支援スキル』、『特殊スキル』、『連携スキル』のスキルレベル+2 「あんたみたいなすごい治安官なら、何でも自分で解決しちゃうんでしょ？誰にも頼らず、ね！」 こんなことを言われてもセスは顔色一つ変えないが、やがて夜中にがばっと起き上がる—— 「昼間のアレ…ひょっとして嫌味だったのか！？」
Core Aspiration,"The Daze caused by Defensive Assist: Thundershield is increased by 25%. ""Put aside your foolish notions of good and evil. You can't protect everyone. Sometimes, you have to make a choice."" ""This is my choice, and it's the core responsibility of an officer — you're the one who has changed, Brother.""",初心,『パリィ支援：迅雷シールド』の与えるブレイク値+25%。 「愚かな善悪観は捨てろ。全員を一人残らず守れる術などない。いつかお前も、決断を下すことになる」 「治安官として当たり前の責務を果たす——それがオレの決断だ。変わったのはオマエの方だろ、兄貴」
Distant Admiration,"Basic Attack , Dodge , Assist , Special Attack , and Chain Attack Lv. +2 Seth used to deeply admire and respect his older brother. But as you know, ""admiration"" is the furthest thing from ""understanding."" ""Someday, I'll become the finest officer... and make him eat his words!""",憧れの遠さ,『通常攻撃』、『回避』、『支援スキル』、『特殊スキル』、『連携スキル』のスキルレベル+2 セスはかつて自らの兄を心から尊敬し、そして憧れていた。 だが知られているとおり、「憧れ」は人を「理解」から遠ざける。 「いつか必ず立派な治安官になって…あいつを見返してやる！」
Idealist,"When Seth lands a Finishing Move on an enemy with Basic Attack: Lightning Strike - Electrified , it deals additional damage equal to 500% of his ATK. The attack is guaranteed to trigger a critical hit, and CRIT DMG is increased by 60%. To a young person, everything is clear-cut, with a stark contrast between black and white, right and wrong. There will always be someone who tries to tell him that the world is a murky gray. But is a world where everything is clear-cut and distinct really not worth striving for?",理想主義,『通常攻撃：電撃ストライク・感電』のとどめの一撃が敵に命中した時、追加で自身の攻撃力500%分のダメージを与え、今回の攻撃が必ず会心になるほか、会心ダメージ+60%。 青年の目に映るすべては明快で、善悪の境も例外ではない。 この世はないまぜの混沌だと、そう彼に吹き込む者もいるだろう。 しかし是と非、正と誤がはっきりした世界を追い求めるのを 誰が止められるだろうか？
Basic Attack: Lightning Strike,"Press  to activate:  Unleashes up to 4 attacks in front, dealing Physical DMG and Electric DMG.",通常攻撃：電撃ストライク, を押して発動：  前方に最大4段の攻撃を放ち、物理属性ダメージと電気属性ダメージを与える。
Basic Attack: Lightning Strike - Electrified,"When Resolve is above 75%, hold  to activate:  Consume 75% Resolve to launch consecutive attacks in front, followed by a Finishing Move, dealing Electric DMG.  When the Finishing Move hits an enemy, it triggers the Quick Assist of the squad member positioned before Seth.  Anti-Interrupt level is increased while using this skill.",通常攻撃：電撃ストライク・感電,「意気」が75%以上の時に  を長押しして発動：  「意気」を75%消費して前方に持続攻撃を行った後、とどめの一撃を放ち、電気属性ダメージを与える。  とどめの一撃が敵に命中した時、前のメンバーの『クイック支援』が発動可能になる。  スキル発動中、中断耐性レベルがアップする。
Dodge: Evasion Maneuver,Press  to activate:  A quick dash dodge.  Character is invulnerable while using this skill.,回避：障害物回避, を押して発動：  ダッシュで高速回避する。  スキル発動中、無敵効果を得る。
Dash Attack: Thunder Assault,"Press  during a Dodge to activate:  Charge forward with a shield attack, dealing Physical DMG.  Damage received during the move is decreased by 40%.",ダッシュ攻撃：電光の如き強襲,回避時に  を押して発動：  前方にシールドラッシュの攻撃を放ち、物理属性ダメージを与える。  スキル発動中、被ダメージ-40%。
Dodge Counter: Retreat to Advance,"Press  during a Perfect Dodge to activate:  Unleash a quick downward slash on enemies in front, dealing Electric DMG.  After the move, hold  to chain into EX Special Attack: Thunder Shield Rush - High Voltage, enabling faster charging.  Character is invulnerable while using this skill.",回避反撃：進撃のための後退,『極限回避』後に  を押して発動：  前方の敵に素早く振り下ろし斬撃を放ち、電気属性ダメージを与える。  スキル発動後に  を長押しして『強化特殊スキル：電光シールドラッシュ・高電圧』に繋げると、チャージが早めに完了する。  スキル発動中、無敵効果を得る。
Quick Assist: Armed Support,"When the on-field character is launched, press  to activate:  Unleash a quick downward slash on enemies in front, dealing Electric DMG.  After the move, hold  to chain into EX Special Attack: Thunder Shield Rush - High Voltage, enabling faster charging.  Character is invulnerable while using this skill.",クイック支援：武力支援,操作しているメンバーが吹き飛ばされた時に、  を押して発動：  前方の敵に素早く振り下ろし斬撃を放ち、電気属性ダメージを与える。  スキル発動後に  を長押しして『強化特殊スキル：電光シールドラッシュ・高電圧』に繋げると、チャージが早めに完了する。  スキル発動中、無敵効果を得る。
Defensive Assist: Thundershield,"When the on-field character is about to be attacked, press  to activate:  Parries the enemy's attack, dealing massive Daze.  Seth gains 25% Resolve upon activating the skill.  Character is invulnerable while using this skill.",パリィ支援：迅雷シールド,出場中のメンバーが攻撃されそうになった時に、  を押して発動：  敵の攻撃をパリィし、ブレイク値を大量に蓄積させる。  スキル発動時、自身の「意気」が25%溜まる。  パリィ性能はかなり高い。激しい攻撃を受けている際は、「支援ポイント」の消費量が減少する。  スキル発動中、無敵効果を得る。
Assist Follow-Up: Public Security Ruling,"Press  after a Defensive Assist to activate:  Launch a forward thrust attack, followed by two horizontal slashes, dealing Electric DMG.  When the skill hits an enemy, it triggers the Quick Assist of the squad member positioned before Seth.  After activating the move, hold  to transition to EX Special Attack: Thunder Shield Rush - High Voltage and charge faster.  Character is invulnerable while using this skill.",支援突撃：裁くは治安の名のもとに,『パリィ支援』発動後、  を押して発動：  前方に刺突攻撃を行った後、なぎ払い斬撃を2回放ち、電気属性ダメージを与える。  スキルが敵に命中した時、前のメンバーの『クイック支援』が発動可能になる。  スキル発動後に  を長押しして『強化特殊スキル：電光シールドラッシュ・高電圧』に繋げると、チャージが早めに完了する。  スキル発動中、無敵効果を得る。
Special Attack: Thunder Shield Rush,"Press  to activate:  Launch two shield attacks forward, dealing Electric DMG.  Anti-Interrupt level is increased while using this skill.",特殊スキル：電光シールドラッシュ, を押して発動：  前方にシールド攻撃を二回行い、電気属性ダメージを与える。  スキル発動中、中断耐性レベルがアップする。
