en,ja
May You Gather More,込められた思い
Mayor Mayflower,メイフラワー市長
Maze Navigator,迷宮を踏破する者
McDunn,マックダン
Me and Qian,私とチエンさん
Measurement Device,測定器
Mech Mania,Mech Mania
Mech Mania - Remix,Mech Mania - Remix
Mecha Golden Bangboo,黄金魔神ギアゴルド
Mechanic's Schedule,メカニックのスケジュール
Mechanical Frenzy,機械フィーバー
Mechanical Guardian,機械警備員
Mechanical Love,機妙な愛
Med Kit (L),回復剤（大）
Med Kit (M),回復剤（中）
Med Kit (S),回復剤（小）
Medals Not Fish,魚よりメダル
Mediator in a Dilemma,板ばさみの調停人
Mediculous,抜かりがナイ
Meditation Cushion,安らぎの座布団
Meet With Me,「会いに来て欲しいです」
Meeting Time Is Just a Suggestion,集合時間はあくまで目安
Megalophobia I,「メガロフォビアI」
Megalophobia II,「メガロフォビアII」
Megalophobia III,「メガロフォビアIII」
Megalophobia IV,「メガロフォビアIV」
Mei,小梅
Melina,メイリン
Melinoe Hollow,ホロウ「メリノエ」
Melinoe Hollow Entrance,ホロウ「メリノエ」の入口
Mellow,メロー
Mellow Waveride,気だるげな波
Melody Carried by the Wind,旋律は風に乗る
Melody of Times Past,かつての旋律
Memorial Flower,ホームシック
Memories About Old Items,古いものの記憶
Memories of Dreams Bygone,いまでも夢を覚えていますか
Memories of Meeting,出会いの思い出
Memory Board,思い出コレクション
Memory Shard,記憶の欠片
Memory of Cinder Lake,火の湖の思い出
Memory of a Melody,思い出のメロディー
Meow~,ニャ～
Mercury Core,コア・「マーキュリー」
Merfolk,人魚
Mermaid Legend,人魚の伝説
Metal Base,金属の植木鉢
Metal Chimera,鋼鉄のキメラ
Metanukimorphosis,狸の七変化
Metro Goblin,メトロゴブリン
Metro Goblin - Energized,メトロゴブリン・蓄エネ型
Metro Station,地下鉄駅
Metro Terminal: Center,列車ターミナル・中央
Metro Terminal: Edge,列車ターミナル・外周
Overseer Mevorakh,メヴォラク司教
Officer Mewmew,にゃんきち長官
Mewmew's Lumina Square Notes (1),にゃんきちの「ルミナスクエア」ノート（1）
Mewmew's Medals,にゃんきちメダル
Mia,ミーア
Mia,「ミア」
Miasma,ミアズマ
Miasma Priest,ミアズマの司祭
Ye Shiyuan the Thrall,悪夢に縛られし者・葉釈淵
Miasma Spawn,ミアズマのひな
Miasma Walker - Arcavor,ミアズマの歩者・アカヴォル
Miasmic - Autonomous Support Unit - Terror Raptor,ミアズミック・自律補助ユニット・「テラー・ラプトル」
Miasmic - Doppelganger - Abyssal Enforcer,ミアズミック・ドッペルゲンガー・深淵の断罪者
Miasmic - Doppelganger - Jane,ミアズミック・ドッペルゲンガー・ジェーン
Miasmic - Doppelganger - The Defector,ミアズミック・ドッペルゲンガー・「背信者」
Miasmic - Frenzied Maniac,ミアズミック・狂乱暴徒
Miasmic - Thracian,ミアズミック・トラキアン
Miasmic - Trinox,ミアズミック・トリノックス
Miasmic - Wicked Wraith,ミアズミック・憤怒悪鬼
Miasmic Doppelganger Komano Manato,ミアズミック・ドッペルゲンガー・狛野真斗
Miasmic Fiend - Unfathomable,ミアズマ・フィーンド・名は名なれど
Miasmic Trooper - Cannoneer,ミアズマ・レムナント・キャノニア
Miasmic Trooper - Shieldguard,ミアズマ・レムナント・ディフェンダー
Midnight Movie Slot,マヨナカ映画
Midnight Whispers,真夜中の内緒話
Midsummer Incorporated,ミッドサマー社
Midsummer Central Warehouse,「ミッドサマー」メイン倉庫
Midsummer Fantasy: Clear Sky's Invitation,「晴れ空のお誘い」
Midsummer Fantasy: Fantasy Music Festival!,「ファンタジィ・フェス」
Midsummer Fantasy: Ghost Story Come True?,「怪談は本当だった！？」
Midsummer Fantasy: Midsummer's Secret,「ミッドサマーの秘密」
Midsummer Fantasy: Restoration Project!,「リゾート再起計画！」
Midsummer Fantasy: Summer Night's Counterattack,「サマーナイト大作戦」
Midsummer Fantasy: Uninvited Guest,「招かれざる客」
Miguel Silver,「シルバーヘッド」ミゲル
Mika,ミカ
Milena,ミレーナ
Military Headset,軍用イヤーマフ式通信機
Millionaire,超富豪
Mind Art Master,「目押し」の神髄
Mindscape Cinema,心象映画
Mine Transport Vehicle,坑道用輸送車
Miners' Equipment Maintenance,鉱夫たちの道具修理
Mingyuan,明遠
Mini-Black Hole,ミニマム・ブラックホール
Mini Adventure Story,プチ冒険譚
Mini Adventure Victory!,小さな冒険、大勝利！
Mini Assistant Pro,ミニ助手・アプデ版
Mini Cargo Truck,自走カーゴ
Mini War Machine,ミニ型軍事ロボ
Mint Espresso,ミントエスプレッソ
Mira,ミラ
Miracles Never Come Late,奇跡は必ずやってくる
Misfortune-Warding Mask,厄除けの面
Misha,ミッシェル
Mishka,ミシュカ
Miss Esme,ミス・エスメ
Miss Esme Core,コア・「ミス・エスメ」
Miss Lian,蓮姐さん
Missing Childhood,かつて叶わなかったこと
Missing Developer's Secret Letter,失踪した開発者の密書
Missing Mysterious Treasure (I),失われた「秘宝」・その一
Missing Mysterious Treasure (II),失われた「秘宝」・その二
Missing Mysterious Treasure (III),失われた「秘宝」・その三
Missing Mysterious Treasure (IV),失われた「秘宝」・その四
Missing Mysterious Treasure (IX),失われた「秘宝」・その九
Missing Mysterious Treasure (V),失われた「秘宝」・その五
Missing Mysterious Treasure (VI),失われた「秘宝」・その六
Missing Mysterious Treasure (VII),失われた「秘宝」・その七
Missing Mysterious Treasure (VIII),失われた「秘宝」・その八
Missing Old Friends,すれ違い
Ultimate: Mission Complete,終結スキル：使命を果たす
Mission Unthinkable (B),「非常なる任務」（下）
Mists,迷霧
Mitsuharu,光治
Mixer and Shaker,「シェイク」と「ステア」
"Miyabi's ""Operation Report""",雅の「行動報告」
"Miyabi, Going Along With Everything (I)",何でも聞いてくれる雅・その一
"Miyabi, Going Along With Everything (II)",何でも聞いてくれる雅・その二
"Miyabi, Going Along With Everything (III)",何でも聞いてくれる雅・その三
Mo Ping,黙憑
Mochaccino,モカチーノ
Mochaccino (Mild),モカチーノ（薄め）
Mochi Bird Perch,まんまるモフモフ
Mockingbird,「モッキンバード」
Modded Ether Detector,改良型エーテル探知機
Model: [Identity] Base,模型：「恒等式」-本格
Model: [Identity] Inflection,模型：「恒等式」-変格
Model: [Lunar] Decrescent,模型：「月相」-晦
Model: [Lunar] Noviluna,模型：「月相」-朔
Model: [Lunar] Pleniluna,模型：「月相」-望
Model: [Magnetic Storm] Alpha,模型：「磁気嵐」-壱式
Model: [Magnetic Storm] Bravo,模型：「磁気嵐」-弐式
Model: [Magnetic Storm] Charlie,模型：「磁気嵐」-参式
Model: [Reverb] - Mark I,模型：「残響」-Ⅰ型
Model: [Reverb] - Mark II,模型：「残響」-Ⅱ型
Model: [Reverb] - Mark III,模型：「残響」-Ⅲ型
Model: [Vortex] - Hatchet,模型：「激流」-斧型
Model: [Vortex] - Revolver,模型：「激流」-銃型
Model: [Vortex] Arrow,模型：「激流」-矢型
Model: Bashful Demon,模型：恥じらう悪面
Model: Bellicose Blaze,模型：憤怒の銃騒
Model: Big Cylinder,模型：ビガー・シリンダー
Model: Box Cutter,模型：ペーパーカッター
Model: Bunny Band,模型：ラビットチャージャー
Model: Cannon Rotor,模型：キャノンローラー
Model: Cordis Germina,模型：駆動する種
Model: Deep Sea Visitor,模型：ディープシー・ビジター
Model: Demara Battery Mark II,模型：デマラ式電池Ⅱ型
Model: Dreamlit Hearth,模型：炉で歌い上げられる夢
Model: Drill Rig - Red Axis,模型：ドリルリグ-レッドシャフト
Model: Electro-Lip Gloss,模型：電撃リップグロス
Model: Elegant Vanity,模型：優美のヴァニティ
Model: Flamemaker Shaker,Model: Flamemaker Shaker
Model: Flight of Fancy,模型：鳥は夢へと羽ばたいて
Model: Fusion Compiler,模型：複合コンパイラ
Model: Gilded Blossom,模型：金メッキの花信
Model: Grill O'Wisp,模型：燔火の朧夜
Model: Hailstorm Shrine,模型：あられ落つ星殿
Model: Heartstring Nocturne,模型：心弦のノクターン
Model: Hellfire Gears,模型：燃獄ギア
Model: Housekeeper,模型：ハウスキーパー
Model: Ice-Jade Teapot,模型：玉壺青氷
Model: Kaboom the Cannon,模型：喧嘩腰のボンバルダム
Model: Kraken's Cradle,模型：セイレーンクレードル
Model: Metanukimorphosis,模型：狸の七変化
Model: Myriad Eclipse,模型：千面の落日
Model: Original Transmorpher,模型：正規版変身装置
Model: Peacekeeper - Specialized,模型：秩序の守り手・特化型
Model: Practiced Perfection,模型：十面百錬の星
Model: Precious Fossilized Core,模型：貴重な石化コア
Model: Qingming Birdcage,模型：青溟の鳥籠
Model: Radiowave Journey,模型：エレクトロウォーク
Model: Rainforest Gourmet,模型：密林の食いしん坊
Model: Reel Projector,模型：光と影のカット
Model: Riot Suppressor Mark VI,模型：サプレッサーVI型
Model: Roaring Fur-nace,模型：招福の虎炉
Model: Roaring Ride,模型：グロウル・マイ・カー
Model: Severed Innocence,模型：純然たる犠牲
Model: Sharpened Stinger,模型：磨き抜かれた切っ先
Model: Six Shooter,模型：シックスシューター
Model: Slice of Time,模型：歳月の薄片
Model: Spectral Gaze,模型：奪魂の瞑目
Model: Spring Embrace,模型：ホットスプリング
Model: Starlight Engine,模型：スターライトエンジン
Model: Starlight Engine Replica,模型：なんちゃってスターライトエンジン
Model: Steam Oven,模型：まな板の鯉
Model: Steel Cushion,模型：鋼の肉球
Model: Street Superstar,模型：ストリートスター
Model: The Brimstone,模型：ブリムストーン
Model: The Restrained,模型：拘縛されし者
Model: The Vault,模型：ザ・ボールト
Model: Timeweaver,模型：刻流の賢者
Model: Tremor Trigram Vessel,模型：雷鳴が如き八卦
Model: Tusks of Fury,模型：猛進するキバ
Model: Unfettered Game Ball,模型：ゲームボール
Model: Weeping Cradle,模型：啜り泣くゆりかご
Model: Weeping Gemini,模型：双生の涙
Model: Yesterday Calls,模型：昨夜からの着信
Model: Zanshin Herb Case,模型：残心の青籠
Molded Plating Agent,可塑化助剤
Mole in the Hole,ホロウ：インポッシブル
Mole in the Hole (I),ホロウ：インポッシブル(上)
Mole in the Hole (II),ホロウ：インポッシブル(中)
Moment of Vulnerability,「無防備なひととき」
Moment to Counterattack,反撃の時間
Monica,モニカ
Monna,モナ
Monochrome,モノクローム
Monochrome Market,モノクロストア
Monster Duet,モンスター・デュエット
Monster and Weirdo,怪獣と怪客
Moonlight Lullaby,月光騎士の讃歌
Moonlight Traces,光流るる月痕
Warm-Up Exercises,準備運動
Moonlit Serenity,賜暇の心月
Moonrock Mochaccino,ムーンロックモカ
Moonrock Mochaccino (Strong),ムーンロックモカ（薄め）
Moonrock Mochaccino (Strong),ムーンロックモカ（濃いめ）
More! Bigger! Stronger!,より大きく、より多く、より強く！
"More Bears in the Story, Please",物語に熊を添えて
More Than Happy,more than happy
More Than One Truth,真実はいつも無数
Mors,モルス
Viggo Moss,ヴィーゴ・モス
Most Comfortable Movie-Watching Position,快適な映画鑑賞
Mottled Ether Particle,まばらなエーテル微粒子
Mountain Crane Seal,山河翔ける鶴
Mountain Lion Gang,山獅子組
Mountain Lion Gang Taken Down,山獅子組が捕まったらしい
Mourning Bangboo,追悼ボンプ
Movable Obstacle,物分かりのいい障害物
Movie Day with Burnice,バーニスと映画の日
Movie Lovers Can't be Bad Guys,映画好きに悪い人はいない
Movie Market Research,映画館でリサーチ
Movie Point,鑑賞ポイント
Movie Time,鑑賞タイム
Movie Time,気ままに映画鑑賞
Movies Are Training Too,映画もまた修行
"Movies Are a Challenge, Too",映画もまた挑戦
Mr. All-Knowing,「全知さん」
Mr. Click,パシャじい
Mr. Dong,東さん
Mr. Hello,ハロウ
Mr. Li,リーおじさん
Mr. Panda,パンダさん
Mr. Shang,尚さん
Mr. Z,ミスターZ
Mrs. Yani,ヤニー婆さん
Mrs. Yu,ユイおばさん
Mrs. Zhou,シュウおばさん
Mugwort,ヨモギ
Multicolor Peony,シャクヤク
Multicolored Kitty,猫ちゃんと色彩
Multiple Dangerous Targets,危険ターゲット多数
Multiple Severely Dangerous Target,超級ターゲット多数
Muqing,ムーチン
Murray,モレ
Mushroom Noodles,黒鉢きのこラーメン
Music Is Magic,音楽って魔法なの
Music is Motivation,音楽、即ち闘志なり
Musical Resonance,音楽と共鳴
Mutated Corruption,侵蝕異化
Mutual Aid Medal,相互扶助メダル
My Bro Is a Little Harsh,兄弟がちょっと荒っぽいんだが
"My Curse, My Fate","My Curse, My Fate"
Myriad Eclipse,千面の落日
Mysterious Encounter,謎の邂逅
Mysterious Machine,謎の機械
Mysterious Visitor,謎の来客
Mysterious Visitor Again,またしても謎の来客
Mysterious Voice,「謎の声」
Mystery Guest: Green,謎の客人-緑
Mystery Guest: Pink,謎の客人-桃
Mystery Guest: Purple,謎の客人-紫
Mystery of the Ballet Twins Sculpture!,バレエツインズの彫刻の噂！
NEDF! OPEN UP!,NEDF！OPEN UP！
New Eridu Public Security,新エリー都治安局
NEPS Lumina Branch,治安局ルミナ分署
Nachi,ナッチ
Tsukishiro Yanagi,月城柳
Nala,ナラン
Nap Time,うとうとタイム
Narrow Escape,九死一生
Narrow Space,ぎゅうぎゅうの空間
Nautilus,オウムガイ
Navigation Data,ナビデータ
Navigation Data Set,ナビデータセット
Need Medical Assistance ASAP!,医療救助をお願い！
Neighborhood Commission,近所からの依頼
Nekomiya Mana,猫宮又奈
Nekomata's Namecard,猫又の名刺
Nekomata's Promise,猫又の約束
Nerves on Edge,リラックス方法
Nervous Man,取り乱している男
Never Go Home Empty-Handed!,カラブリなんてしない！絶対！
Never Overtime,定時の神話
New Business Launching,新規事業への挑戦
New City Visitor,新都観光
New City Visitor's Passport,新都観光パスポート
New Eridu,新エリー都
New Eridu Metro,新エリー都の地下鉄
New Eridu Special,新エリー都スペシャル
New Flavor of Teamilk,ティーミルクの新メニュー
New Idea,新たな発想
New Menu,新メニュー
New Modified W-Engine,改造新型音動機
New Power-Saving Idea,新しい節電方法
New Product Showcase,新メニューお披露目会
New Resident,新たな住人
New Training,新たな修行
New Year Gift,星々からの新春祝い
Newborn Dead End Butcher,初生のデッドエンドブッチャー
Newborn Dullahan,初生のデュラハン
Newsstand Mascot,ニューススタンドのマスコット
Next!,「もう1回！」
"Next Time, Surely!",次は必ず
Nhe-nhe?! Nha-na-neh!,ンナ！？ンンナ！
Nian Zhi,念枝
Nicole Demara,ニコ・デマラ
Nicole's Ambition,ニコの野心
Nicole's Namecard,ニコの名刺
Night Emissary's Lesson,「夜魔の語り部」教室
Night Emissary Comes Knocking,夜魔の語り部がやってくる
Night Horror,夜魔
Night Owl Noodle Shop,宵っ張りとラーメン屋
Night Rain's Request: Phantom Battle,夜雨のリクエスト：ファントムバトル
Night Rain's Request: Phantom Clash,夜雨のリクエスト：ファントムクラッシュ
Night Rain's Request: Phantom Pursuit,夜雨のリクエスト：ファントムダイブ
Night Rain's Request: Phantom Search,夜雨のリクエスト：ファントムサーチ
Night Rain's Request: Phantom Search I,夜雨のリクエスト：ファントムサーチⅠ
Night Rain's Request: Phantom Search II,夜雨のリクエスト：ファントムサーチⅡ
Night Rain's Request: Phantom Search III,夜雨のリクエスト：ファントムサーチⅢ
Night of the Hollow Passage,ホロウをかける夜
Nighttime Horror Fantasy,こわい夜の想像
Nightwatchers,夜守り人
Nihility,虚無
Symbiotic Ethereal Swarm - Code Name: Nineveh,相利共生型エーテリアス群・コード：ニネヴェ
Nineveh,ニネヴェ
Ning Qian,寧謙
Ning Shu,寧舒
Nitro-Fuel,「ニトロフューエル」
Nitro-Fuel,ニトロフューエル
Nitro-Fuel Out of Stock,ニトロフューエル、在庫切れの危機
Niya,ナイン
No. 4412,4412号
No Bank Robbery in the Apocalypse,終末世界で銀行を襲うな
No Coincidence,偶然じゃない
No Dangerous Stunts Allowed,危険パフォーマンス禁止
No Dead Ends in Life,道は続いていく
No Encore,アンコールはごめんだ
No Guts No Glory,努力なくして接続なし
No Hilltop Spectating,天井席はお断り
No Laundry Money,汚いおカネはいらない
No Loitering Zone,長居は禁物
No Match for Her,歯が立たない相手…
No Match to Me,まとめてかかってこい
No More Bad Luck!,フウンはいないよ！
No One's Sleeping Tonight,誰も寝てはならぬ
No Risk of Getting Lost,迷える心配はない
No Shortcuts to Leveling Up,レベルアップに近道なし
No Supernatural Nonsense!,幽霊騒ぎはお断り！
No Words Spoken,うんともすんとも
No Worries When It Rains,傘は要らない
【Invite】No middleman markup!,[お誘い]仲介不要の直接取引！
Noise Reduction Master Copy,ノイズ低減原盤
Noise Reduction Test,Noise Reduction Test
Noisy Miracle,喧騒の奇跡
Non-Employment Relationship,雇用外関係
Noodle Connoisseur,ラーメン鑑定士
Noodle Detective,ラーメン偵察
Waterfall Soup,「麺屋錦鯉」
Noodle Time,ラーメンの約束
Normal Enemies,通常エネミー
Normal Enemy,通常エネミー
North,ノス
Nostalgic Girl,「昔の年代に興味津々」な女の子
Not-So-Happy Past,不愉快な過去
Not A Drop Spilled,一滴もこぼさなかった
Not Your Average Cold-blooded Shark,サメ少女は冷めてない
Not a Foodie,グルメじゃなくて
Not a Nightmare,悪夢じゃなくて
Not a Quack or a Chirp,向かう所鴨なし
Not a Single Nap!,居眠りゼロ！
Not for Sale,買わずに見るだけ
Notes,メモ
Nothing Can Stop You,阻むものなし
Nothing Wanted,買いたいものがないお買い物
Nothing a Boo Can't Dance,ボンプ&ターン
Notorious - Dead End Butcher,要警戒・デッドエンドブッチャー
Notorious - Hati,要警戒・ハティ
Notorious - Marionette,要警戒・マリオネット
Notorious - Pompey,要警戒・ポンペイ
Notorious - Thanatos,要警戒・タナトス
Notorious Hunt,要警戒狩り
Sacrifice - Bringer,サクリファイス・ブリンガー
Twin Marionettes,マリオネット・ツインズ
Unknown Corruption Complex,未確認複合侵蝕体
Wandering Hunter,ワンダリングハンター
Novel Convenience Store,珍しい雑貨店
Null_Face,「千面相」
Numbed Exploration,サビ残探索
Number One Fan (I),ファンと犯・その一
Number One Fan (II),ファンと犯・その二
Obol Squad,オボルス小隊
Obliterate Despair,絶望を斬り裂く
Observation Log,観察日誌
Observation Site,観測ステーション
Observations,観察ポイント
Obsidian: Strategic Cooperation,オブシディアン：戦略的協力
Obsidian: Strategic Eradication,オブシディアン：戦略的殲滅
Obsidian: Strategic Pioneering,オブシディアン：戦略的開拓
Obsidian: Strategic Suppression,オブシディアン：戦略的制圧
Obsidian Blade,黒曜の刃
Obstacle,障害物
Special Attack: Obstruction Removal,特殊スキル：障害撤去
Obtain Plug-In,プラグイン獲得
Ocean Angling,遠海フィッシング
Off-Duty Mode,退勤モード
Zhu Yuan,朱鳶
Officer Cui,ツェイ巡査
Officer Cui Core,コア・「ツェイ巡査」
Official Dossier from the Hollow Investigative Association,ホロウ調査協会が発行した公文書
Official Investigator Log,正式調査員の記録
"Oh, So Sore!",痺れさせちゃうわよ
Oh~ Sweetie,OH～ハニ～
Oil,Oil
Oil Well Fishing Spot,油田の釣り場
"Old Brand, a Timeless Champion",洗剤はやっぱり定番ブランド
Old Buddy and Good Buddy,古い仲間と良い仲間
Old Capital Metro,旧都列車
Old Capital Metro: Core,旧都列車・核心
Old Capital Metro: Edge,旧都列車・外周
Old Capital Metro: Frontline,旧都列車・前線
Old Capital Metro: Heartland,旧都列車・奥地
Old Capital Metro: Interior,旧都列車・内部
Old Cheng,成じぃ
Old Community Survey,団地跡地見学
Old Customer — New Business,常連さんの新規依頼
Old Demir,デミルじいさん
Old Dreams,過ぎ去りし日々
Old Duyi,デュイのおやじ
Old Duyi's Physiotherapy Studio,デュイのおやじの整体スタジオ
"Old Friends, New Pals",旧友と新顔
Old Investigator,年配の調査員
Old Items,古物
Old Mac,麦じい
Old Mo,黙じいさん
Old Photo of Woman with Covered Eyes,目隠しの女性の古い写真
Old Radio,古びたラジオ
"Old Soil, New Sprout",旧土と春芽
Old Wounds,古傷
Old and New Friends,旧知と新しいお友達
Ollie,オーリー
Ominous Fugue,影に潜むフーガ
Omnicoin,百通宝
Omnivorous,雑食動物
On Campus,月曜から金曜まで
On a Circle in a Sea of Flowers,花々が咲き誇る輪に
On the Precipice of the Abyss,遥かなる深淵に臨めども
On the Ridu Table: Boo-rick Phone (Ebony Black),卓上エリー・ボンプフォン（エボニーブラック）
On the Ridu Table: Boo-rick Phone (Ivory White),卓上エリー・ボンプフォン（アイボリーホワイト）
On the Ridu Table: En O'Clock (Daylight Orange),卓上エリー・ンナクロック（デイタイムオレンジ）
On the Ridu Table: En O'Clock (Midnight Black),卓上エリー・ンナクロック（ミッドナイトブラック）
Once Upon a Time in Yunkui,雲嶽むかしばなし
One-Click Revenge,「ゲームの因縁」
One-Day Maid Experience,一日専属メイド体験
One-Dennyboo,1ディニーボンプ
One-Man Show,一人芝居
One After Another,一匹、また一匹
One Denny's Autumn Outing,1ディニーの秋の野遊び
One Denny Friendship,1ディニーの友情
One Does Not Simply Walk Into Public Security,駆け込み治安局
"One Hit, One Kill I",ワンパンキルⅠ
"One Hit, One Kill II",ワンパンキルⅡ
"One Hit, One Kill III",ワンパンキルⅢ
"One Maintenance Oil Special, Please",特製機械用オイルを1杯
One More Episode,もう一本観る
Special Attack: One Trillion Tons,特殊スキル：億劫な重さ
One of a Kind,「唯一無二」
Oni,鬼族
Only Second to Denny,1にディニー、2にあんた
Ono,野々
Opened Gate,開いたドア
Opened Supply Box,開けられた物資箱
Opening Jab,ファーストジャブ
Operation: Purge,プレコストムス作戦
"Operation: Purge, Phase One",プレコストムス作戦第一段階
"Operation: Purge, Phase Two",プレコストムス作戦第二段階
"Operation: Save the ""Sea Wizard""!",「海の魔法使い」救出作戦！
Operation Yum (I),グルメ大作戦！・その一
Operation Yum (II),グルメ大作戦！・その二
Operation Yum (III),グルメ大作戦！・その三
Operation Yum (IV),グルメ大作戦！・その四
Operation Yum,グルメ大作戦！
Operation Yum (V),グルメ大作戦！・その五
Ophelia,オフィーリア
Opposing the Hollow I,ホロウは敵Ⅰ
Opposing the Hollow II,ホロウは敵Ⅱ
Orange Epic,エピック・オブ・オレンジ
Orange Fanta Can,「ファンタオレンジ」ドリンク缶
Orange Fanta Commemorative Can,「ファンタオレンジ」記念缶
Orchidea,ラン
Orchidea's Letter,ランの返信
Order Some Fries!,ポテトポテト！
Order in Order,上から順に
Organic,生物
Original Chip,未加工チップ
Original Me,原色
Original Me - 1St Take Ver.,Original Me - 1St Take Ver.
Original Me - Instrumental,Original Me - Instrumental
Original Transmorpher,正規版変身装置
Orlenda,オレンダ
Orphie & Magus' Namecard,オルペウス＆「鬼火」の名刺
Out for Restocking Today!,今日の仕入れ！
Out of Sight,目には見えないもの
Outer Ring,郊外
Outer Ring 1-Day Tour,郊外日帰り旅行
Outer Ring Dinner Etiquette,Outer Ring Dinner Etiquette
Outer Ring Hollow,郊外のホロウ
Outer Ring Journey,郊外の旅
Outer Ring Speed Legend,郊外最速伝説
Outer Ring Stroll,郊外のお散歩
Outpost Area,前哨エリア
Outpost Interior,前哨基地内部
Outpost Primer,前哨基地タスク
Outstanding Concert,「とんでもない」コンサート
Overcaution,「心配症」
Ultimate: Overdrive Engine,終結スキル：オーバードライブエンジン
Overgrown Wilderness,生い茂る荒れ草
Overload,「オーバーロード」
Overlocked Dexterity Mode,超機動モード
Overlord's Feast,「覇者」歓迎の宴
Overlord's Guest,覇者の賓客
Overlord Engine,Overlord Engine
Overlord Snake,コンカースネイク
Overtime War God,残業バーサーカー
Overtimeboo,サビサンボンプ
Overtimeboo Core,コア・「サビザンボンプ」
PEN,貫通値
PEN Ratio,貫通率
Paid Rest Area,有料休憩ステーション
Paige,ペイジ
Pair of Handcuffs,手錠
Pal,パウル
Pale Blue Flower of Sorrow,「可憐なる水色の花」
Pale Wasteland,「虚白なる悪地」
Palicus,パリクス
Pan Yinhu,潘引壺
Pan Yinhu's Namecard,潘引壺の名刺
Papago Hollow,パパゴホロウ
Paper Armor: Impact Mode,段ボールアーマー・衝撃モード
Paperboo,ハコイリボンプ
Paperboo Core,コア・「ハコイリボンプ」
Paranormal Endurance Challenge!,ホラー耐久チャレンジ！
Paranormal Exploration Journal,心霊探検日記
Parasitic Mycose,「寄生異菌」
Parking Lot,駐車場
Partner Archive,協力者ファイル
Party Incoming,パーティーはまもなく
Passage,通路
Passing Off as Fake,偽物さながら
Passion,熱狂
Passionate Internship,熱血インターン
Passive: Bind,パッシブ：拘束
"Past Figures, Coming Future",行く人来る人
"Past Haze, New Clarity",長き霧と雨上がりの兆し
"Past Memories, New Opportunities",往事と好機
Paste Within the Dotted Line,点線の中に貼ってください
Patchwork Defense,つぎはぎの防御術
Path Clearer I,新しい道を切り拓くⅠ
Path Clearer II,新しい道を切り拓くⅡ
Path Clearer III,新しい道を切り拓くⅢ
Path of the Proxy III,プロキシの道Ⅲ
Path of the Proxy II,プロキシの道Ⅱ
Path of the Proxy IV,プロキシの道・Ⅳ
Path of the Proxy I,プロキシの道Ⅰ
Path to Simplicity,シンプルこそ最強
Patrol Jaeger,巡回猟兵
Paulo,パロ
Pavol Chuck,ポールチャック
Payphone,公衆電話
Peace,Peace
Peace Bringer,驚堂木
Peace Detective,平和探偵
Peaceful Waves,波打ち際ウォーキング
Peacekeeper - Specialized,秩序の守り手・特化型
Peach-Flavored Flash Suppressor,「ピーチ風味のサプレッサー」
Pearl Powder,真珠パウダー
Pearly-Pearly,真珠貝
Pedestrian Area,歩行者エリア
Peer Into the Abyss,遙かなる冥府
Pegasos Logistics Can't Do Without Me!,まったく、天馬エクスプレスは…
Penguinboo,ペンギンボンプ
Penguinboo Core,コア・「ペンギンボンプ」
Penguinboo Training Notes,ペンギンボンプの訓練ノート
Pensive Phantom,思考する幻影
Pensive Student,物思いにふける少女
Pepper,ピッパ
Pepper Latte,ペッパーラテ
Pepper Latte (Mild),ペッパーラテ（薄め）
Per Aspera,苦難の果てに
Per Aspera Ad Astra,苦難の果て、星へ
Perennial Blooms,花はまた咲く
Perfect Choice,ささやかな気持ち
Perfect Dodge,ジャスト回避
Perfect Drift,完璧なドリフト
Perfect Teamwork,100%一致
Perfect Training Spot,修行に打ってつけの場所
Spot the Difference,ハンバーガーのおとも
Perfection in All Aspects,全日皆勤
Performance Evaluation Point,スコアチェックポイント
Peril,窮地
Personal Image Management,イメージ管理
Personalized Extra Meal!,特別メニュー！
"Pet ""Tumtum""",「タプちゃん」なでなで
Peyton,ペイトン
Phaethon's Melody,「パエトーン」の歌
Phaethon's Story,パエトーンの軌跡
Dodge: Phantom,回避：残影
Phantom Hunt,シャドウズ・ハント
Phantom Path,災厄が覆う道
Phantom Thief Extraordinaire,怪盗の心得
Phantom Thief in the Moonlight,怪盗、月光と共に参上
Phantom of the Ballet Twins (I),バレエツインズの怪人・その一
Phantom of the Ballet Twins (II),バレエツインズの怪人・その二
Phantom of the Ballet Twins (III),バレエツインズの怪人・その三
Phantom of the Lost Lands,迷いの地を貫く一瞬
Tales from the Docks,港の旧事
Phase Anchor,位相の杭
Phee,フェイ
Phil,フィル
Philip,フィリップ
Phlegethon,「プレゲトーン」
Phoenix Ball Dance,弾む手毬
Photo Frame,写真立て
Photo of Six People,6人の写真
Photo of Time,思い出のツーショット
Photo of a Young Girl,若い女性の写真
Photo of the Turbulent Region,乱流エリアの写真
Photography Prohibited,「撮影禁止」
Physical,物理
Physical Labor Day,肉体労働の日
Picky Buyer,注文の多い買い手
Picky Customer,こだわりのあるお客さん
Picky Foodie,辛口の美食家
Picture Book,絵本
Pie in the Sky,棚ぼた
Piece of Cake!,余裕余裕！
Piercing Rain,臓腑も凍る雨夜
Pig Out,大食漢
Pillow from the Staff Breakroom,研究員休憩室の抱き枕
pinKing,pinKing
Pine,マツ
Pine Soot Pot,松煙の釜
Pink Bunny's New Year Reward,ピンクのウサギと新年のご褒美
Pinnacle of Symmetrical Aesthetics,対称美学の頂点
Pioneer's Certification Seal,バンガード認証バッジ
Piper Wheel,パイパー・ウィール
